version,form_group,displayed_item_number,bank_id,blueprint_slot_id,question_family_id,mastery_goal_id,evidence_point_id,learning_target,i_can,practice_standard,item_type,representation,task_architecture,natural_dok,expected_evidence,scoring_reference,calculator_rule,security_level,notes
V5,makeup,5,U2-SUM-V5-Q05,U2-SUM-SLOT07,U2-SUM-MU5-FAM07,U2-MG03,U2-EP086,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,representation reasoning,selected response,motion diagram,curved motion diagram -> acceleration by direction change,2,Evidence for U2-MG03: reason about velocity sign direction and acceleration.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 1; same evidence target across all six forms.
V5,makeup,6,U2-SUM-V5-Q06,U2-SUM-SLOT08,U2-SUM-MU5-FAM08,U2-MG03,U2-EP087,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning,selected response,free-fall equation,free-fall distance model -> distance,2,Evidence for U2-MG03: apply ideal free-fall relationship.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 1; same evidence target across all six forms.
V5,makeup,7,U2-SUM-V5-Q07,U2-SUM-SLOT09,U2-SUM-MU5-FAM09,U2-MG03,U2-EP088,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,model evaluation; explanation,constructed response,condition comparison,compare vacuum and air conditions -> model validity,3,Evidence for U2-MG03: evaluate free-fall model and air resistance.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 2; same evidence target across all six forms.
V5,makeup,8,U2-SUM-V5-Q08,U2-SUM-SLOT10,U2-SUM-MU5-FAM10,U2-MG04,U2-EP089,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,representation translation,selected response,vector components,resultant magnitude + one perpendicular component -> infer missing component,2,Evidence for U2-MG04: interpret velocity vectors.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 1; same evidence target across all six forms.
V5,makeup,9,U2-SUM-V5-Q09,U2-SUM-SLOT11,U2-SUM-MU5-FAM11,U2-MG04,U2-EP090,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/use models; representation translation,constructed response,written motion | position-time graph | motion diagram,verbal multiphase motion -> graph and dot diagram,3,Evidence for U2-MG04: connect table diagram and graph.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 2; same evidence target across all six forms.
V5,makeup,10,U2-SUM-V5-Q10,U2-SUM-SLOT12,U2-SUM-MU5-FAM12,U2-MG04 | U2-MG03,U2-EP091 | U2-EP092,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,constructed response,position data | written velocity label,nonlinear position data versus constant-velocity label; critique and revise,3,"Evidence for U2-MG04, U2-MG03: critique and revise a multi-representation motion model.",Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 3; same evidence target across all six forms.
V5,makeup,11,U2-SUM-V5-Q11,U2-SUM-SLOT01,U2-SUM-MU5-FAM01,U2-MG01,U2-EP093,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,perspective/representation reasoning,selected response,position/reference coordinates,coordinate position plus competing frames; identify missing frame,2,Evidence for U2-MG01: reference-frame interpretation.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 1; same evidence target across all six forms.
V5,makeup,12,U2-SUM-V5-Q12,U2-SUM-SLOT02,U2-SUM-MU5-FAM02,U2-MG01,U2-EP094,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,scientific explanation,constructed response,claim critique,critique absolute-velocity claim using counterexample,3,Evidence for U2-MG01: compare motion from two viewpoints.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 2; same evidence target across all six forms.
V6,makeup,1,U2-SUM-V6-Q01,U2-SUM-SLOT08,U2-SUM-MU6-FAM08,U2-MG03,U2-EP095,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning,selected response,equation scaling,free-fall scaling comparison,2,Evidence for U2-MG03: apply ideal free-fall relationship.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 1; same evidence target across all six forms.
V6,makeup,2,U2-SUM-V6-Q02,U2-SUM-SLOT09,U2-SUM-MU6-FAM09,U2-MG03,U2-EP096,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,model evaluation; explanation,constructed response,comparative data,compare two speed-gain datasets -> choose model,3,Evidence for U2-MG03: evaluate free-fall model and air resistance.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 2; same evidence target across all six forms.
V6,makeup,3,U2-SUM-V6-Q03,U2-SUM-SLOT10,U2-SUM-MU6-FAM10,U2-MG04,U2-EP097,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,representation translation,selected response,scaled velocity vector,flawed vector with scale and direction; critique,2,Evidence for U2-MG04: interpret velocity vectors.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 1; same evidence target across all six forms.
V6,makeup,4,U2-SUM-V6-Q04,U2-SUM-SLOT11,U2-SUM-MU6-FAM11,U2-MG04,U2-EP098,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/use models; representation translation,constructed response,position table | motion diagram,nonuniform table -> motion diagram and velocity trend,3,Evidence for U2-MG04: connect table diagram and graph.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 2; same evidence target across all six forms.
V6,makeup,5,U2-SUM-V6-Q05,U2-SUM-SLOT12,U2-SUM-MU6-FAM12,U2-MG04 | U2-MG03,U2-EP099 | U2-EP100,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,constructed response,velocity vectors | claim critique,constant-speed turn claim -> vector evidence and correction,3,"Evidence for U2-MG04, U2-MG03: critique and revise a multi-representation motion model.",Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 3; same evidence target across all six forms.
V6,makeup,6,U2-SUM-V6-Q06,U2-SUM-SLOT01,U2-SUM-MU6-FAM01,U2-MG01,U2-EP101,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,perspective/representation reasoning,selected response,relative-motion situation,moving walkway with opposing relative motions; select two frames,2,Evidence for U2-MG01: reference-frame interpretation.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 1; same evidence target across all six forms.
V6,makeup,7,U2-SUM-V6-Q07,U2-SUM-SLOT02,U2-SUM-MU6-FAM02,U2-MG01,U2-EP102,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,scientific explanation,constructed response,reference-frame transformation,transform paired observer statements and explain reciprocal direction,3,Evidence for U2-MG01: compare motion from two viewpoints.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 2; same evidence target across all six forms.
V6,makeup,8,U2-SUM-V6-Q08,U2-SUM-SLOT03,U2-SUM-MU6-FAM03,U2-MG02,U2-EP103,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",mathematical reasoning,selected response,segment data,two unequal segments -> total-distance/total-time average speed,2,Evidence for U2-MG02: average speed quantitative reasoning.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 1; same evidence target across all six forms.
V6,makeup,9,U2-SUM-V6-Q09,U2-SUM-SLOT04,U2-SUM-MU6-FAM04,U2-MG02,U2-EP104,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,representation interpretation,selected response,measurement comparison,instrument reading versus trip average,2,Evidence for U2-MG02: distinguish speed and velocity.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 1; same evidence target across all six forms.
V6,makeup,10,U2-SUM-V6-Q10,U2-SUM-SLOT05,U2-SUM-MU6-FAM05,U2-MG02,U2-EP105,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,data interpretation,constructed response,position data,piecewise position record -> phase description and speed,3,Evidence for U2-MG02: interpret motion data and speed.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 2; same evidence target across all six forms.
V6,makeup,11,U2-SUM-V6-Q11,U2-SUM-SLOT06,U2-SUM-MU6-FAM06,U2-MG03,U2-EP106,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",mathematical reasoning,selected response,equation,acceleration and time -> reverse/forward velocity change,2,Evidence for U2-MG03: calculate acceleration.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 1; same evidence target across all six forms.
V6,makeup,12,U2-SUM-V6-Q12,U2-SUM-SLOT07,U2-SUM-MU6-FAM07,U2-MG03,U2-EP107,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,representation reasoning,selected response,velocity-time data,signed velocity sequence through reversal,2,Evidence for U2-MG03: reason about velocity sign direction and acceleration.,Bank data solution/scoring_notes,allowed when computation supports the physics; not required for conceptual items,secure,Blueprint weight 1; same evidence target across all six forms.
