evidence_point_id,mastery_goal_id,bank_id,destination,unit,section,version,blueprint_slot_id,question_family_id,learning_target,i_can,practice_standard,representation,expected_evidence,security_level,estimated_time,rubric_reference,notes
U2-EP062,U2-MG03,U2-SUM-V3-Q06,Summative,2,2.5,V3,U2-SUM-SLOT12,U2-SUM-TD-FAM12,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,motion diagram | velocity vectors,"Evidence for U2-MG04, U2-MG03: critique and revise a multi-representation motion model.",secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP063,U2-MG01,U2-SUM-V3-Q07,Summative,2,2.1,V3,U2-SUM-SLOT01,U2-SUM-TD-FAM01,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,perspective/representation reasoning,reference-frame narrative,Evidence for U2-MG01: reference-frame interpretation.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP064,U2-MG01,U2-SUM-V3-Q08,Summative,2,2.1,V3,U2-SUM-SLOT02,U2-SUM-TD-FAM02,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,scientific explanation,paired-observer narrative,Evidence for U2-MG01: compare motion from two viewpoints.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP065,U2-MG02,U2-SUM-V3-Q09,Summative,2,2.2,V3,U2-SUM-SLOT03,U2-SUM-TD-FAM03,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",mathematical reasoning,distance-counter readings,Evidence for U2-MG02: average speed quantitative reasoning.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP066,U2-MG02,U2-SUM-V3-Q10,Summative,2,2.2,V3,U2-SUM-SLOT04,U2-SUM-TD-FAM04,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,representation interpretation,written motion quantity,Evidence for U2-MG02: distinguish speed and velocity.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP067,U2-MG02,U2-SUM-V3-Q11,Summative,2,2.2,V3,U2-SUM-SLOT05,U2-SUM-TD-FAM05,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,data interpretation,checkpoint data,Evidence for U2-MG02: interpret motion data and speed.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP068,U2-MG03,U2-SUM-V3-Q12,Summative,2,2.3,V3,U2-SUM-SLOT06,U2-SUM-TD-FAM06,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",mathematical reasoning,velocity-time data,Evidence for U2-MG03: calculate acceleration.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP069,U2-MG04,U2-SUM-V4-Q01,Summative,2,2.5,V4,U2-SUM-SLOT10,U2-SUM-TD-FAM10,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,representation translation,velocity vectors,Evidence for U2-MG04: interpret velocity vectors.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP070,U2-MG04,U2-SUM-V4-Q02,Summative,2,2.5,V4,U2-SUM-SLOT11,U2-SUM-TD-FAM11,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/use models; representation translation,position table | position-time graph | motion diagram,Evidence for U2-MG04: connect table diagram and graph.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP071,U2-MG04,U2-SUM-V4-Q03,Summative,2,2.5,V4,U2-SUM-SLOT12,U2-SUM-TD-FAM12,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,motion diagram | velocity vectors,"Evidence for U2-MG04, U2-MG03: critique and revise a multi-representation motion model.",secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP072,U2-MG03,U2-SUM-V4-Q03,Summative,2,2.5,V4,U2-SUM-SLOT12,U2-SUM-TD-FAM12,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,motion diagram | velocity vectors,"Evidence for U2-MG04, U2-MG03: critique and revise a multi-representation motion model.",secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP073,U2-MG01,U2-SUM-V4-Q04,Summative,2,2.1,V4,U2-SUM-SLOT01,U2-SUM-TD-FAM01,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,perspective/representation reasoning,reference-frame narrative,Evidence for U2-MG01: reference-frame interpretation.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP074,U2-MG01,U2-SUM-V4-Q05,Summative,2,2.1,V4,U2-SUM-SLOT02,U2-SUM-TD-FAM02,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,scientific explanation,paired-observer narrative,Evidence for U2-MG01: compare motion from two viewpoints.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP075,U2-MG02,U2-SUM-V4-Q06,Summative,2,2.2,V4,U2-SUM-SLOT03,U2-SUM-TD-FAM03,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",mathematical reasoning,distance-counter readings,Evidence for U2-MG02: average speed quantitative reasoning.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP076,U2-MG02,U2-SUM-V4-Q07,Summative,2,2.2,V4,U2-SUM-SLOT04,U2-SUM-TD-FAM04,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,representation interpretation,written motion quantity,Evidence for U2-MG02: distinguish speed and velocity.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP077,U2-MG02,U2-SUM-V4-Q08,Summative,2,2.2,V4,U2-SUM-SLOT05,U2-SUM-TD-FAM05,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,data interpretation,checkpoint data,Evidence for U2-MG02: interpret motion data and speed.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP078,U2-MG03,U2-SUM-V4-Q09,Summative,2,2.3,V4,U2-SUM-SLOT06,U2-SUM-TD-FAM06,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",mathematical reasoning,velocity-time data,Evidence for U2-MG03: calculate acceleration.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP079,U2-MG03,U2-SUM-V4-Q10,Summative,2,2.3,V4,U2-SUM-SLOT07,U2-SUM-TD-FAM07,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,representation reasoning,signed velocity narrative,Evidence for U2-MG03: reason about velocity sign direction and acceleration.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP080,U2-MG03,U2-SUM-V4-Q11,Summative,2,2.4,V4,U2-SUM-SLOT08,U2-SUM-TD-FAM08,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning,free-fall equation,Evidence for U2-MG03: apply ideal free-fall relationship.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP081,U2-MG03,U2-SUM-V4-Q12,Summative,2,2.4,V4,U2-SUM-SLOT09,U2-SUM-TD-FAM09,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,model evaluation; explanation,phenomenon evidence,Evidence for U2-MG03: evaluate free-fall model and air resistance.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP082,U2-MG02,U2-SUM-V5-Q01,Summative,2,2.2,V5,U2-SUM-SLOT03,U2-SUM-MU5-FAM03,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",mathematical reasoning,distance-time graph,Evidence for U2-MG02: average speed quantitative reasoning.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP083,U2-MG02,U2-SUM-V5-Q02,Summative,2,2.2,V5,U2-SUM-SLOT04,U2-SUM-MU5-FAM04,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,representation interpretation,velocity arrows,Evidence for U2-MG02: distinguish speed and velocity.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP084,U2-MG02,U2-SUM-V5-Q03,Summative,2,2.2,V5,U2-SUM-SLOT05,U2-SUM-MU5-FAM05,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,data interpretation,trip timeline,Evidence for U2-MG02: interpret motion data and speed.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP085,U2-MG03,U2-SUM-V5-Q04,Summative,2,2.3,V5,U2-SUM-SLOT06,U2-SUM-MU5-FAM06,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",mathematical reasoning,velocity-time graph,Evidence for U2-MG03: calculate acceleration.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP086,U2-MG03,U2-SUM-V5-Q05,Summative,2,2.3,V5,U2-SUM-SLOT07,U2-SUM-MU5-FAM07,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,representation reasoning,motion diagram,Evidence for U2-MG03: reason about velocity sign direction and acceleration.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP087,U2-MG03,U2-SUM-V5-Q06,Summative,2,2.4,V5,U2-SUM-SLOT08,U2-SUM-MU5-FAM08,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning,free-fall equation,Evidence for U2-MG03: apply ideal free-fall relationship.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP088,U2-MG03,U2-SUM-V5-Q07,Summative,2,2.4,V5,U2-SUM-SLOT09,U2-SUM-MU5-FAM09,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,model evaluation; explanation,condition comparison,Evidence for U2-MG03: evaluate free-fall model and air resistance.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP089,U2-MG04,U2-SUM-V5-Q08,Summative,2,2.5,V5,U2-SUM-SLOT10,U2-SUM-MU5-FAM10,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,representation translation,vector components,Evidence for U2-MG04: interpret velocity vectors.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP090,U2-MG04,U2-SUM-V5-Q09,Summative,2,2.5,V5,U2-SUM-SLOT11,U2-SUM-MU5-FAM11,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/use models; representation translation,written motion | position-time graph | motion diagram,Evidence for U2-MG04: connect table diagram and graph.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP091,U2-MG04,U2-SUM-V5-Q10,Summative,2,2.5,V5,U2-SUM-SLOT12,U2-SUM-MU5-FAM12,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,position data | written velocity label,"Evidence for U2-MG04, U2-MG03: critique and revise a multi-representation motion model.",secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP092,U2-MG03,U2-SUM-V5-Q10,Summative,2,2.5,V5,U2-SUM-SLOT12,U2-SUM-MU5-FAM12,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,position data | written velocity label,"Evidence for U2-MG04, U2-MG03: critique and revise a multi-representation motion model.",secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP093,U2-MG01,U2-SUM-V5-Q11,Summative,2,2.1,V5,U2-SUM-SLOT01,U2-SUM-MU5-FAM01,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,perspective/representation reasoning,position/reference coordinates,Evidence for U2-MG01: reference-frame interpretation.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP094,U2-MG01,U2-SUM-V5-Q12,Summative,2,2.1,V5,U2-SUM-SLOT02,U2-SUM-MU5-FAM02,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,scientific explanation,claim critique,Evidence for U2-MG01: compare motion from two viewpoints.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP095,U2-MG03,U2-SUM-V6-Q01,Summative,2,2.4,V6,U2-SUM-SLOT08,U2-SUM-MU6-FAM08,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning,equation scaling,Evidence for U2-MG03: apply ideal free-fall relationship.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP096,U2-MG03,U2-SUM-V6-Q02,Summative,2,2.4,V6,U2-SUM-SLOT09,U2-SUM-MU6-FAM09,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,model evaluation; explanation,comparative data,Evidence for U2-MG03: evaluate free-fall model and air resistance.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP097,U2-MG04,U2-SUM-V6-Q03,Summative,2,2.5,V6,U2-SUM-SLOT10,U2-SUM-MU6-FAM10,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,representation translation,scaled velocity vector,Evidence for U2-MG04: interpret velocity vectors.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP098,U2-MG04,U2-SUM-V6-Q04,Summative,2,2.5,V6,U2-SUM-SLOT11,U2-SUM-MU6-FAM11,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/use models; representation translation,position table | motion diagram,Evidence for U2-MG04: connect table diagram and graph.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP099,U2-MG04,U2-SUM-V6-Q05,Summative,2,2.5,V6,U2-SUM-SLOT12,U2-SUM-MU6-FAM12,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,velocity vectors | claim critique,"Evidence for U2-MG04, U2-MG03: critique and revise a multi-representation motion model.",secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP100,U2-MG03,U2-SUM-V6-Q05,Summative,2,2.5,V6,U2-SUM-SLOT12,U2-SUM-MU6-FAM12,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,velocity vectors | claim critique,"Evidence for U2-MG04, U2-MG03: critique and revise a multi-representation motion model.",secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP101,U2-MG01,U2-SUM-V6-Q06,Summative,2,2.1,V6,U2-SUM-SLOT01,U2-SUM-MU6-FAM01,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,perspective/representation reasoning,relative-motion situation,Evidence for U2-MG01: reference-frame interpretation.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP102,U2-MG01,U2-SUM-V6-Q07,Summative,2,2.1,V6,U2-SUM-SLOT02,U2-SUM-MU6-FAM02,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,scientific explanation,reference-frame transformation,Evidence for U2-MG01: compare motion from two viewpoints.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP103,U2-MG02,U2-SUM-V6-Q08,Summative,2,2.2,V6,U2-SUM-SLOT03,U2-SUM-MU6-FAM03,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",mathematical reasoning,segment data,Evidence for U2-MG02: average speed quantitative reasoning.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP104,U2-MG02,U2-SUM-V6-Q09,Summative,2,2.2,V6,U2-SUM-SLOT04,U2-SUM-MU6-FAM04,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,representation interpretation,measurement comparison,Evidence for U2-MG02: distinguish speed and velocity.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP105,U2-MG02,U2-SUM-V6-Q10,Summative,2,2.2,V6,U2-SUM-SLOT05,U2-SUM-MU6-FAM05,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,data interpretation,position data,Evidence for U2-MG02: interpret motion data and speed.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP106,U2-MG03,U2-SUM-V6-Q11,Summative,2,2.3,V6,U2-SUM-SLOT06,U2-SUM-MU6-FAM06,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",mathematical reasoning,equation,Evidence for U2-MG03: calculate acceleration.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP107,U2-MG03,U2-SUM-V6-Q12,Summative,2,2.3,V6,U2-SUM-SLOT07,U2-SUM-MU6-FAM07,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,representation reasoning,velocity-time data,Evidence for U2-MG03: reason about velocity sign direction and acceleration.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
