image_id,toolkit_path,filename,curriculum_unit,curriculum_section,hewitt_chapter,hewitt_subsection_hint,primary_story_role,story_roles,concept_tags,alt_text,caption,what_students_should_notice_candidate,sha256,duplicate_of,source_catalog_path
PHYS-9E638A3F5F1F,images/unit3/PHYS-9E638A3F5F1F__u3_4_from_ch_5_3_boxer_heavy_bag_vs_tissue_paper.png,u3_4_from_ch_5_3_boxer_heavy_bag_vs_tissue_paper.png,3,3.4,5,3,model_or_diagram,model_or_diagram; comparison; phenomenon_or_example,,Figure 5.3: A boxer hits a heavy bag and then tissue paper.,Figure 5.3 The boxer can hit the massive bag with considerable force. But with the same punch he can exert only a tiny force on the tissue paper in midair.,Figure 5.3: A boxer hits a heavy bag and then tissue paper.,9e638a3f5f1fc4d35d2c9635eccc35bc3bb18faab68d2a298ea14d854338f93d,,units/unit3/images_3_4/u3_4_from_ch_5_3_boxer_heavy_bag_vs_tissue_paper.png
PHYS-CF20D9B184D0,images/unit3/PHYS-CF20D9B184D0__u3_4_from_ch_5_4_hammer_hitting_stake_force_arrows.png,u3_4_from_ch_5_4_hammer_hitting_stake_force_arrows.png,3,3.4,5,4,model_or_diagram,model_or_diagram; comparison,force,Figure 5.4: Hammer and stake exert equal forces on each other.,"Figure 5.4 In the interaction between the hammer and the stake, each exerts the same amount of force on the other.",Figure 5.4: Hammer and stake exert equal forces on each other.,cf20d9b184d050ce4f6705d25ad05850d6850f968ddd1c081366e2acd8d15202,,units/unit3/images_3_4/u3_4_from_ch_5_4_hammer_hitting_stake_force_arrows.png
PHYS-452AA11E7512,images/unit3/PHYS-452AA11E7512__u3_4_from_ch_5_5_pendulum_balls_collision_blue_yellow.png,u3_4_from_ch_5_5_pendulum_balls_collision_blue_yellow.png,3,3.4,5,5,model_or_diagram,model_or_diagram; phenomenon_or_example,pendulum,"Figure 5.5: A blue ball collides with a yellow ball, stopping while moving the yellow ball.",Figure 5.5 The impact forces between the blue ball and the yellow ball move the yellow ball and stop the blue ball.,"Figure 5.5: A blue ball collides with a yellow ball, stopping while moving the yellow ball.",452aa11e7512190c5a00fc21aa71953cd1a4b182c1a7f6e7e5224596834ea5f6,,units/unit3/images_3_4/u3_4_from_ch_5_5_pendulum_balls_collision_blue_yellow.png
PHYS-7F6F6656AB1E,images/unit3/PHYS-7F6F6656AB1E__u3_4_from_ch_5_6_car_truck_collision.png,u3_4_from_ch_5_6_car_truck_collision.png,3,3.4,5,6,model_or_diagram,model_or_diagram; comparison; phenomenon_or_example,force,"Figure 5.6: A car and truck collide, showing an interaction force pair.","Figure 5.6 In the interaction between the car and the truck, is the force of impact the same on each? Is the damage the same?","Figure 5.6: A car and truck collide, showing an interaction force pair.",7f6f6656ab1e5a33e1cf8d0e83d0dfe3543c3b30da178b61f299de78cde43963,,units/unit3/images_3_4/u3_4_from_ch_5_6_car_truck_collision.png
PHYS-091184F2366E,images/unit3/PHYS-091184F2366E__u3_4_from_ch_5_7_action_reaction_examples_car_rocket_spring_earth.png,u3_4_from_ch_5_7_action_reaction_examples_car_rocket_spring_earth.png,3,3.4,5,7,model_or_diagram,model_or_diagram; phenomenon_or_example,force,"Figure 5.7: Action and reaction force pairs for a tire and road, rocket and gas, person and spring, and Earth and ball.","Figure 5.7 Action and reaction forces. Note that when the action is “A exerts force on B,” the reaction is simply “B exerts force on A.”","Figure 5.7: Action and reaction force pairs for a tire and road, rocket and gas, person and spring, and Earth and ball.",091184f2366e3a88963ca13522066421a034f7a214cb19a4ae9d25637e05f484,,units/unit3/images_3_4/u3_4_from_ch_5_7_action_reaction_examples_car_rocket_spring_earth.png
PHYS-20CD08463151,images/unit3/PHYS-20CD08463151__u3_4_from_ch_5_8_orange_cart_system_box.png,u3_4_from_ch_5_8_orange_cart_system_box.png,3,3.4,5,8,model_or_diagram,model_or_diagram; phenomenon_or_example,force,"Figure 5.8: A dashed line encloses an orange on a cart as a system, with a force arrow to the right.","Figure 5.8 A force acts on the orange, and the orange accelerates to the right.","Figure 5.8: A dashed line encloses an orange on a cart as a system, with a force arrow to the right.",20cd08463151fd864d6efc7792353b3b0136311c2ba81026baf15f35580bd3d3,,units/unit3/images_3_4/u3_4_from_ch_5_8_orange_cart_system_box.png
PHYS-69A2882E9797,images/unit3/PHYS-69A2882E9797__u3_4_from_ch_5_9_orange_cart_apple_pulls_orange_system.png,u3_4_from_ch_5_9_orange_cart_apple_pulls_orange_system.png,3,3.4,5,9,model_or_diagram,model_or_diagram; phenomenon_or_example,,Figure 5.9: An apple pulls an orange on a cart; the orange is the defined system.,"Figure 5.9 The force on the orange, provided by the apple, is not canceled by the reaction force on the apple. The orange still accelerates.",Figure 5.9: An apple pulls an orange on a cart; the orange is the defined system.,69a2882e9797a9a95a58e9354507d9fb3be977cd362af378900a19d5ff4e6f15,,units/unit3/images_3_4/u3_4_from_ch_5_9_orange_cart_apple_pulls_orange_system.png
PHYS-7B4B8C5EA9AE,images/unit3/PHYS-7B4B8C5EA9AE__u3_4_from_ch_5_pp_checkpoint_two_vectors_angle_resolution.png,u3_4_from_ch_5_pp_checkpoint_two_vectors_angle_resolution.png,3,3.4,5,pp,model_or_diagram,model_or_diagram; comparison,vector,Check Point image: two angled vectors on dashed axes for measuring horizontal and vertical components.,Check Point Two vectors for resolving into horizontal and vertical components.,Check Point image: two angled vectors on dashed axes for measuring horizontal and vertical components.,7b4b8c5ea9aebd47c0ffb793d7e124e74905e6bac659becbbef499e9184971b4,,units/unit3/images_3_4/u3_4_from_ch_5_pp_checkpoint_two_vectors_angle_resolution.png
PHYS-485CA1406C6E,images/unit3/PHYS-485CA1406C6E__u3_4_from_ch_5_pp_tug_of_war_activity.png,u3_4_from_ch_5_pp_tug_of_war_activity.png,3,3.4,5,pp,conceptual_reference,conceptual_reference,,Practicing Physics: Tug-of-war teams pulling on a rope.,Practicing Physics Tug-of-War illustration.,Practicing Physics: Tug-of-war teams pulling on a rope.,485ca1406c6e4c136ff015ae55b4b8e56c21cfb9f66eab1b9b8ba123739f6c2e,,units/unit3/images_3_4/u3_4_from_ch_5_pp_tug_of_war_activity.png
PHYS-A952DCC64885,images/unit3/PHYS-A952DCC64885__figure_10_10_steeper_projection_angle_velocity_vectors.png,figure_10_10_steeper_projection_angle_velocity_vectors.png,3,3.5,,,model_or_diagram,model_or_diagram,vector; velocity; projectile,Steeper projectile trajectory with velocity component vectors.,Figure 10.10 Trajectory for a steeper projection angle.,Steeper projectile trajectory with velocity component vectors.,a952dcc64885735fa77ff7a7ade4e6dfb01ffcb75aab698749ca27ef843e62ca,,units/unit3/images_3_5/figure_10_10_steeper_projection_angle_velocity_vectors.png
PHYS-3289C03F7D2B,images/unit3/PHYS-3289C03F7D2B__figure_10_11_ranges_multiple_projection_angles.png,figure_10_11_ranges_multiple_projection_angles.png,3,3.5,,,comparison,comparison,projectile,"Multiple projectile trajectories for angles 15, 30, 45, 60, and 75 degrees.",Figure 10.11 Ranges of a projectile shot at the same speed at different projection angles.,"Multiple projectile trajectories for angles 15, 30, 45, 60, and 75 degrees.",3289c03f7d2b1bb395f5cf410fb9eaba77a49320dcb9a6dada5907c5c14f69d5,,units/unit3/images_3_5/figure_10_11_ranges_multiple_projection_angles.png
PHYS-A59C12EF49DA,images/unit3/PHYS-A59C12EF49DA__figure_10_13_air_resistance_actual_vs_ideal_path.png,figure_10_13_air_resistance_actual_vs_ideal_path.png,3,3.5,,,conceptual_reference,conceptual_reference,resistance; projectile,Actual projectile path falling short of ideal path due to air resistance.,"Figure 10.13 In the presence of air resistance, the trajectory of a high-speed projectile falls short of the idealized parabolic path.",Actual projectile path falling short of ideal path due to air resistance.,a59c12ef49daa6839c1217906b4e3b7243d0851dc21129410c8b1e902a32f661,,units/unit3/images_3_5/figure_10_13_air_resistance_actual_vs_ideal_path.png
PHYS-D5293CCDFA34,images/unit3/PHYS-D5293CCDFA34__figure_10_14_same_speeds_up_and_down.png,figure_10_14_same_speeds_up_and_down.png,3,3.5,,,comparison,comparison,speed; projectile,Projectile speeds are symmetric upward and downward without air drag.,"Figure 10.14 Without air drag, the speed lost while going up equals the speed gained while coming down: Time going up equals time coming down.",Projectile speeds are symmetric upward and downward without air drag.,d5293ccdfa343ed83d51c9d2be1822d1a79ce2db84921e9e04872bf65ae0cadc,,units/unit3/images_3_5/figure_10_14_same_speeds_up_and_down.png
PHYS-A3402E2483D4,images/unit3/PHYS-A3402E2483D4__figure_10_15_tower_pitching_speed.png,figure_10_15_tower_pitching_speed.png,3,3.5,,,comparison,comparison; phenomenon_or_example,speed,Tower problem showing 5 m drop and 20 m horizontal range.,Figure 10.15 Boy on a tower throwing a ball 20 m downrange after a 5 m drop.,Tower problem showing 5 m drop and 20 m horizontal range.,a3402e2483d49a639fcc06ce813bc3ada6afe880c2562712dc55b7bd8b2bf303,,units/unit3/images_3_5/figure_10_15_tower_pitching_speed.png
PHYS-B36E6BC831FA,images/unit3/PHYS-B36E6BC831FA__figure_10_1a_horizontal_motion_constant_velocity.png,figure_10_1a_horizontal_motion_constant_velocity.png,3,3.5,,,model_or_diagram,model_or_diagram; process_or_sequence; phenomenon_or_example,motion; velocity,Figure 10.1 left: A ball rolls horizontally with equal spacing between positions.,"Figure 10.1 (Left) Roll a ball along a level surface, and its velocity is constant because no component of gravitational force acts horizontally. (Right) Drop the ball, and it accelerates downward and covers a greater vertical distance each second.",Figure 10.1 left: A ball rolls horizontally with equal spacing between positions.,b36e6bc831fa1d1b49af960c750663b74288c611bd299013bc17732b498b8fff,,units/unit3/images_3_5/figure_10_1a_horizontal_motion_constant_velocity.png
PHYS-B3FA999D384E,images/unit3/PHYS-B3FA999D384E__figure_10_1b_vertical_free_fall_increasing_spacing.png,figure_10_1b_vertical_free_fall_increasing_spacing.png,3,3.5,,,model_or_diagram,model_or_diagram; process_or_sequence; phenomenon_or_example,free fall,Figure 10.1 right: A dropped ball has increasing spacing between positions.,"Figure 10.1 (Left) Roll a ball along a level surface, and its velocity is constant because no component of gravitational force acts horizontally. (Right) Drop the ball, and it accelerates downward and covers a greater vertical distance each second.",Figure 10.1 right: A dropped ball has increasing spacing between positions.,b3fa999d384e475bba47c03d362114495dbcd7e14eea8b31e705fbd48e3cf3d6,,units/unit3/images_3_5/figure_10_1b_vertical_free_fall_increasing_spacing.png
PHYS-639374AD8CE7,images/unit3/PHYS-639374AD8CE7__figure_10_2_stone_velocity_components.png,figure_10_2_stone_velocity_components.png,3,3.5,,,conceptual_reference,conceptual_reference,velocity,Vertical and horizontal velocity components of a tossed stone.,Figure 10.2 Vertical and horizontal components of a stone’s velocity.,Vertical and horizontal velocity components of a tossed stone.,639374ad8ce750c06f0b2173ea5255933ca6457b80b4ac5c6c152dc80a7f04a4,,units/unit3/images_3_5/figure_10_2_stone_velocity_components.png
PHYS-3CAAAA74E10D,images/unit3/PHYS-3CAAAA74E10D__figure_10_3_projectile_superposition_four_panels.png,figure_10_3_projectile_superposition_four_panels.png,3,3.5,,,graph_or_data,graph_or_data; phenomenon_or_example,motion; projectile,"Four-panel simulated strobe photographs of horizontal, vertical, and combined projectile motion.",Figure 10.3 Simulated photographs of a moving ball illuminated with a strobe light.,"Four-panel simulated strobe photographs of horizontal, vertical, and combined projectile motion.",3caaaa74e10dfdfade6377ba16a0750bbb6674172be07b436bba1020601f234c,,units/unit3/images_3_5/figure_10_3_projectile_superposition_four_panels.png
PHYS-A8E9D4F5AB80,images/unit3/PHYS-A8E9D4F5AB80__figure_10_4_strobe_dropped_vs_projected_balls.png,figure_10_4_strobe_dropped_vs_projected_balls.png,3,3.5,,,graph_or_data,graph_or_data; comparison; phenomenon_or_example,,Strobe photograph showing dropped and horizontally projected balls falling together.,Figure 10.4 A strobe-light photograph of two golf balls released simultaneously from a mechanism that allows one ball to drop freely while the other is projected horizontally.,Strobe photograph showing dropped and horizontally projected balls falling together.,a8e9d4f5ab809de03629c99989ae62681b55f84c2eda5870bc787faf0212ab11,,units/unit3/images_3_5/figure_10_4_strobe_dropped_vs_projected_balls.png
PHYS-27DA828AD2E8,images/unit3/PHYS-27DA828AD2E8__figure_10_6_projectile_parabola_grid.png,figure_10_6_projectile_parabola_grid.png,3,3.5,,,graph_or_data,graph_or_data,projectile,Projectile path with vertical and horizontal dashed guide lines.,Figure 10.6 The vertical dashed line is the path of a stone dropped from rest. The horizontal dashed line would be its path if there were no gravity. The curved solid line shows the trajectory that combines horizontal and vertical motions.,Projectile path with vertical and horizontal dashed guide lines.,27da828ad2e85191612a5a12fae90c716664ee84063be1bdd2a72f40468cf047,,units/unit3/images_3_5/figure_10_6_projectile_parabola_grid.png
PHYS-C41F4F5BD6B3,images/unit3/PHYS-C41F4F5BD6B3__figure_10_7_upward_downward_launch_same_fall.png,figure_10_7_upward_downward_launch_same_fall.png,3,3.5,,,model_or_diagram,model_or_diagram; comparison,projectile,Two projectile diagrams showing equal vertical fall beneath ideal paths.,"Figure 10.7 Whether launched at an upward or downward angle, the vertical distance of fall beneath the idealized straight-line path is the same for equal times.",Two projectile diagrams showing equal vertical fall beneath ideal paths.,c41f4f5bd6b3a7fc469cc1b66364fc22e87d3a5478c8c3933c5ebcbe821ad32c,,units/unit3/images_3_5/figure_10_7_upward_downward_launch_same_fall.png
PHYS-12FFAFD4DA2D,images/unit3/PHYS-12FFAFD4DA2D__figure_10_8_gravity_drop_below_straight_line.png,figure_10_8_gravity_drop_below_straight_line.png,3,3.5,,,table_or_data,table_or_data; comparison,gravity; projectile,"Cannon projectile showing vertical drops of 5 m, 20 m, and 45 m after 1, 2, and 3 seconds.","Figure 10.8 With no gravity, the projectile would follow a straight-line path (dashed line). But, because of gravity, the projectile falls beneath this line the same vertical distance it would fall if it were released from rest. Compare the distances fallen with those given in Table 3.3 in Chapter 3. (With g = 9.8 m/s 2 , these distances are more precisely 4.9 m, 19.6 m, and 44.1 m.)","Cannon projectile showing vertical drops of 5 m, 20 m, and 45 m after 1, 2, and 3 seconds.",12ffafd4da2d76fddbaa41987a1598c7f71be340fab2c42c19f9d852b6704324,,units/unit3/images_3_5/figure_10_8_gravity_drop_below_straight_line.png
PHYS-F8374DA8745E,images/unit3/PHYS-F8374DA8745E__figure_10_9_velocity_vectors_horizontal_component_constant.png,figure_10_9_velocity_vectors_horizontal_component_constant.png,3,3.5,,,model_or_diagram,model_or_diagram; comparison,vector; velocity; projectile,Projectile velocity vectors with constant horizontal components and changing vertical components.,Figure 10.9 The velocity of a projectile at various points along its trajectory. Note that the vertical component changes and the horizontal component is the same everywhere.,Projectile velocity vectors with constant horizontal components and changing vertical components.,f8374da8745e9418c7cbd42e1d115c430e45ec5c8b7db9c96b89fcc4933a34e0,,units/unit3/images_3_5/figure_10_9_velocity_vectors_horizontal_component_constant.png
PHYS-6CCB662CB1DF,images/unit3/PHYS-6CCB662CB1DF__u3_1_from_ch_4_20_weight_on_earth_moon_jupiter_abc.png,u3_1_from_ch_4_20_weight_on_earth_moon_jupiter_abc.png,3,,4,20,phenomenon_or_example,phenomenon_or_example,,"Think and Rank 56: A 100-kg box of tools shown at Earth, Moon, and Jupiter locations.","Think and Rank 56 A 100-kg box of tools shown at Earth, Moon, and Jupiter locations.","Think and Rank 56: A 100-kg box of tools shown at Earth, Moon, and Jupiter locations.",6ccb662cb1df34804664bf9ca3c9f064ac4637b3ab340832ee566ac9d7533017,,units/unit3/images_review/u3_1_from_ch_4_20_weight_on_earth_moon_jupiter_abc.png
PHYS-C253DE392264,images/unit3/PHYS-C253DE392264__u3_1_from_ch_4_pp_car_braking_truck_object_flying.png,u3_1_from_ch_4_pp_car_braking_truck_object_flying.png,3,,4,pp,phenomenon_or_example,phenomenon_or_example,,Think and Explain 77: Car braking sketch with driver and object moving forward.,Think and Explain 77 Car braking sketch with driver and object moving forward.,Think and Explain 77: Car braking sketch with driver and object moving forward.,c253de392264517b94fcfb1b56b09645947e8ee9770fa048d97f0afc45ffd1fc,,units/unit3/images_review/u3_1_from_ch_4_pp_car_braking_truck_object_flying.png
PHYS-9913DFCC3D09,images/unit3/PHYS-9913DFCC3D09__u3_1_from_ch_4_pp_net_force_blocks_abcd_force_mass.png,u3_1_from_ch_4_pp_net_force_blocks_abcd_force_mass.png,3,,4,pp,model_or_diagram,model_or_diagram; experiment_or_measurement; phenomenon_or_example,force,Think and Rank 54: Boxes of various masses with horizontal forces labeled A-D.,Think and Rank 54 Boxes of various masses with horizontal forces labeled A-D.,Think and Rank 54: Boxes of various masses with horizontal forces labeled A-D.,9913dfcc3d09088d39d2d26bd0f21b3303878486a297f3fc9b1f5d1c18162df4,,units/unit3/images_review/u3_1_from_ch_4_pp_net_force_blocks_abcd_force_mass.png
PHYS-6A79E893AB53,images/unit3/PHYS-6A79E893AB53__u3_1_from_ch_4_pp_three_blocks_tension_30n.png,u3_1_from_ch_4_pp_three_blocks_tension_30n.png,3,,4,pp,conceptual_reference,conceptual_reference,friction,Think and Discuss 107: Three identical blocks pulled on a horizontal frictionless surface with 30 N at the hand.,Think and Discuss 107 Three identical blocks pulled on a horizontal frictionless surface with 30 N at the hand.,Think and Discuss 107: Three identical blocks pulled on a horizontal frictionless surface with 30 N at the hand.,6a79e893ab53888b0b99310d152d51a409291619fb786de57c9cdd391d88a893,,units/unit3/images_review/u3_1_from_ch_4_pp_three_blocks_tension_30n.png
PHYS-B185D118F275,images/unit3/PHYS-B185D118F275__u3_2_from_ch_4_pp_spool_bobbin_direction_of_rolling.png,u3_2_from_ch_4_pp_spool_bobbin_direction_of_rolling.png,3,,4,pp,model_or_diagram,model_or_diagram,force; acceleration,Think and Do 35: Spool/bobbin pulled horizontally to demonstrate net force and acceleration direction.,Think and Do 35 Spool/bobbin pulled horizontally to demonstrate net force and acceleration direction.,Think and Do 35: Spool/bobbin pulled horizontally to demonstrate net force and acceleration direction.,b185d118f27593fee8466c55c24fd67a468049fbfec69d38d87b0cc38373974f,,units/unit3/images_review/u3_2_from_ch_4_pp_spool_bobbin_direction_of_rolling.png
PHYS-74B69DB1A8F1,images/unit3/PHYS-74B69DB1A8F1__u3_2_from_ch_4_pp_static_vs_kinetic_friction_girl_pushing_wall.png,u3_2_from_ch_4_pp_static_vs_kinetic_friction_girl_pushing_wall.png,3,,4,pp,model_or_diagram,model_or_diagram; experiment_or_measurement; comparison,force; equilibrium; friction,Think and Rank 55: Crates in equilibrium with different applied forces and velocities labeled A-C.,Think and Rank 55 Crates in equilibrium with different applied forces and velocities labeled A-C.,Think and Rank 55: Crates in equilibrium with different applied forces and velocities labeled A-C.,74b69db1a8f1e5265634ca264e9feab7728ef68196dbfe43b464ebe93394398e,,units/unit3/images_review/u3_2_from_ch_4_pp_static_vs_kinetic_friction_girl_pushing_wall.png
PHYS-4E2E8C8AB3D4,images/unit3/PHYS-4E2E8C8AB3D4__u3_3_from_ch_4_pp_cat_falling_spread_eagle_nonfree_fall.png,u3_3_from_ch_4_pp_cat_falling_spread_eagle_nonfree_fall.png,3,,4,pp,conceptual_reference,conceptual_reference,free fall; resistance,Think and Explain 94: Falling cat spread out to increase air resistance.,Think and Explain 94 Falling cat spread out to increase air resistance.,Think and Explain 94: Falling cat spread out to increase air resistance.,4e2e8c8ab3d48b53f2d473aaa503c3d202e755942bfb1b96b6e801b3351e220a,,units/unit3/images_review/u3_3_from_ch_4_pp_cat_falling_spread_eagle_nonfree_fall.png
PHYS-41B60FD13608,images/unit3/PHYS-41B60FD13608__u3_3_from_ch_4_pp_three_parachutists_terminal_velocity_abc.png,u3_3_from_ch_4_pp_three_parachutists_terminal_velocity_abc.png,3,,4,pp,conceptual_reference,conceptual_reference,velocity,"Think and Rank 57: Three parachutists with masses 50 kg, 40 kg, and 75 kg.","Think and Rank 57 Three parachutists with masses 50 kg, 40 kg, and 75 kg.","Think and Rank 57: Three parachutists with masses 50 kg, 40 kg, and 75 kg.",41b60fd136082d389dbeb97cfb16420ea41325b3fc0f8787f73c76eb87cef03a,,units/unit3/images_review/u3_3_from_ch_4_pp_three_parachutists_terminal_velocity_abc.png
PHYS-C21C13BEB5C5,images/unit3/PHYS-C21C13BEB5C5__u3_4_from_ch_5_pp_boxes_same_force_different_mass_abc.png,u3_4_from_ch_5_pp_boxes_same_force_different_mass_abc.png,3,,5,pp,model_or_diagram,model_or_diagram; comparison; phenomenon_or_example,force; friction,Think and Rank 32: Three box systems pulled by the same force F on a friction-free surface.,Think and Rank 32 Three box systems pulled by the same force F on a friction-free surface.,Think and Rank 32: Three box systems pulled by the same force F on a friction-free surface.,c21c13beb5c54933edf2b44c30b4e891245af94631b4c9651b797fee5051c980,,units/unit3/images_review/u3_4_from_ch_5_pp_boxes_same_force_different_mass_abc.png
PHYS-1F4938A6EA56,images/unit3/PHYS-1F4938A6EA56__u3_4_from_ch_5_pp_carts_m_2m_compressed_spring_release.png,u3_4_from_ch_5_pp_carts_m_2m_compressed_spring_release.png,3,,5,pp,comparison,comparison; phenomenon_or_example,,Think and Explain 50: Two carts of masses m and 2m joined by a compressed spring.,Think and Explain 50 Two carts of masses m and 2m joined by a compressed spring.,Think and Explain 50: Two carts of masses m and 2m joined by a compressed spring.,1f4938a6ea5682c75e6126e1c038ee7e9d193a435c6f0ac5868064504235f830,,units/unit3/images_review/u3_4_from_ch_5_pp_carts_m_2m_compressed_spring_release.png
PHYS-B97B007614AD,images/unit3/PHYS-B97B007614AD__u3_4_from_ch_5_pp_person_standing_gravity_normal_force.png,u3_4_from_ch_5_pp_person_standing_gravity_normal_force.png,3,,5,pp,model_or_diagram,model_or_diagram; phenomenon_or_example,force; gravity,Think and Explain 45: Person standing still with downward gravity and upward support force arrows.,Think and Explain 45 Person standing still with downward gravity and upward support force arrows.,Think and Explain 45: Person standing still with downward gravity and upward support force arrows.,b97b007614ad1daa2fe0ad6d54c3e582ad874e992bee4be9cb753a56aa3292f6,,units/unit3/images_review/u3_4_from_ch_5_pp_person_standing_gravity_normal_force.png
PHYS-BEFE901C91D8,images/unit3/PHYS-BEFE901C91D8__u3_4_from_ch_5_pp_pucks_ice_speed_2_4_6_ms_abc.png,u3_4_from_ch_5_pp_pucks_ice_speed_2_4_6_ms_abc.png,3,,5,pp,conceptual_reference,conceptual_reference,speed,"Think and Rank 33: Three identical pucks moving at 2 m/s, 4 m/s, and 6 m/s across ice.","Think and Rank 33 Three identical pucks moving at 2 m/s, 4 m/s, and 6 m/s across ice.","Think and Rank 33: Three identical pucks moving at 2 m/s, 4 m/s, and 6 m/s across ice.",befe901c91d8813ceee468d548493d99f6a235b4101919a587be4ed9ef6fc77b,,units/unit3/images_review/u3_4_from_ch_5_pp_pucks_ice_speed_2_4_6_ms_abc.png
PHYS-FFE56E304FFD,images/unit3/PHYS-FFE56E304FFD__u3_4_from_ch_5_pp_spring_scale_100n_each_side.png,u3_4_from_ch_5_pp_spring_scale_100n_each_side.png,3,,5,pp,experiment_or_measurement,experiment_or_measurement; comparison,,Think and Discuss 76: Spring scale pulled by two 100-N weights.,Think and Discuss 76 Spring scale pulled by two 100-N weights.,Think and Discuss 76: Spring scale pulled by two 100-N weights.,ffe56e304ffddd268523b99a54aa54dc89e053c2bb3564df4449b0118a927710,,units/unit3/images_review/u3_4_from_ch_5_pp_spring_scale_100n_each_side.png
PHYS-D1D00E849CF7,images/unit3/PHYS-D1D00E849CF7__u3_4_from_ch_5_pp_stone_accelerating_upward_force_vectors.png,u3_4_from_ch_5_pp_stone_accelerating_upward_force_vectors.png,3,,5,pp,model_or_diagram,model_or_diagram,force; vector,Think and Explain 63: Stone being accelerated vertically upward by a string.,Think and Explain 63 Stone being accelerated vertically upward by a string.,Think and Explain 63: Stone being accelerated vertically upward by a string.,d1d00e849cf79352e0ee806c46b8fead783abd24dda81bec394cd7d32cb0878b,,units/unit3/images_review/u3_4_from_ch_5_pp_stone_accelerating_upward_force_vectors.png
PHYS-7DDC4EE480A0,images/unit3/PHYS-7DDC4EE480A0__u3_4_from_ch_5_pp_stone_block_on_incline_two_normals.png,u3_4_from_ch_5_pp_stone_block_on_incline_two_normals.png,3,,5,pp,conceptual_reference,conceptual_reference,,Think and Explain 67: Stone at rest against an inclined surface and a block.,Think and Explain 67 Stone at rest against an inclined surface and a block.,Think and Explain 67: Stone at rest against an inclined surface and a block.,7ddc4ee480a0ba8c93718b1dd3003a5ca417e82d319ec93c22688240dd7e5038,,units/unit3/images_review/u3_4_from_ch_5_pp_stone_block_on_incline_two_normals.png
PHYS-4190F5045191,images/unit3/PHYS-4190F5045191__u3_4_from_ch_5_pp_stone_on_ground_weight_vector.png,u3_4_from_ch_5_pp_stone_on_ground_weight_vector.png,3,,5,pp,model_or_diagram,model_or_diagram,vector,Think and Explain 61: Stone at rest on the ground with a downward weight vector.,Think and Explain 61 Stone at rest on the ground with a downward weight vector.,Think and Explain 61: Stone at rest on the ground with a downward weight vector.,4190f5045191df78894776d013b0a245b93cb2745ac45ab6405738cc53264f33,,units/unit3/images_review/u3_4_from_ch_5_pp_stone_on_ground_weight_vector.png
PHYS-D0D1CD4A651E,images/unit3/PHYS-D0D1CD4A651E__u3_4_from_ch_5_pp_stone_sliding_frictionless_incline.png,u3_4_from_ch_5_pp_stone_sliding_frictionless_incline.png,3,,5,pp,conceptual_reference,conceptual_reference,friction,Think and Explain 66: Stone sliding down a friction-free incline.,Think and Explain 66 Stone sliding down a friction-free incline.,Think and Explain 66: Stone sliding down a friction-free incline.,d0d1cd4a651e92ea536069af2658b0cef2436f9558319edb6ad32d4087a6b13d,,units/unit3/images_review/u3_4_from_ch_5_pp_stone_sliding_frictionless_incline.png
PHYS-8F1195534763,images/unit3/PHYS-8F1195534763__u3_4_from_ch_5_pp_stone_suspended_string_force_vectors.png,u3_4_from_ch_5_pp_stone_suspended_string_force_vectors.png,3,,5,pp,model_or_diagram,model_or_diagram,force; vector,Think and Explain 62: Stone suspended at rest by a string.,Think and Explain 62 Stone suspended at rest by a string.,Think and Explain 62: Stone suspended at rest by a string.,8f11955347638d4316cf2410511a265d372a7b7b3f39837db7de497368e747fb,,units/unit3/images_review/u3_4_from_ch_5_pp_stone_suspended_string_force_vectors.png
PHYS-FD4AEFD6C958,images/unit3/PHYS-FD4AEFD6C958__u3_4_from_ch_5_pp_strongman_between_equal_mass_carts.png,u3_4_from_ch_5_pp_strongman_between_equal_mass_carts.png,3,,5,pp,comparison,comparison; phenomenon_or_example,,Think and Explain 49: Strong man pushing two equal-mass freight cars apart.,Think and Explain 49 Strong man pushing two equal-mass freight cars apart.,Think and Explain 49: Strong man pushing two equal-mass freight cars apart.,fd4aefd6c95809be6e65465601fe50ad4b5525965569acf473bda43f7ab7ad2a,,units/unit3/images_review/u3_4_from_ch_5_pp_strongman_between_equal_mass_carts.png
PHYS-B781589C7112,images/unit3/PHYS-B781589C7112__u3_4_from_ch_5_pp_strongman_horses_tree_tension_comparison.png,u3_4_from_ch_5_pp_strongman_horses_tree_tension_comparison.png,3,,5,pp,comparison,comparison,,"Think and Discuss 80: Strong man, two horses, and tree tension comparison.","Think and Discuss 80 Strong man, two horses, and tree tension comparison.","Think and Discuss 80: Strong man, two horses, and tree tension comparison.",b781589c7112946ff6233f9387c448dee1adf7850418b75f930986ebf8f74799,,units/unit3/images_review/u3_4_from_ch_5_pp_strongman_horses_tree_tension_comparison.png
