bank_id,section,destination,priority_phase,issue_category,issue_severity,original_status,repair_action,student_prompt_changed,answer_changed,figure_or_table_changed,metadata_changed,original_prompt_hash,final_prompt_hash,validation_method,final_status,notes
U1-S2-PS2-Q03,1.2,Practice Set 2,PHASE 3 — PRACTICE / CYU,content quality / synchronization,MAJOR QUALITY DEFECT,REPAIR,"Replaced a repeated student-claim shell with a direct explanation, prediction, classification, or counterexample task.",YES,NO,NO,YES,f65200797a57e034790267cf910e47719c339cf8669be8d7037257fed905b755,352645390cf14434eed74f36979700c90d73606985815355ca8ed64ada41fb5c,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS2-Q11,1.2,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused Student A/Student B comparison scaffold; kept the same concept but restored a direct family-specific task. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,1c30cdaebb053139f30fcef28979413383b32d3dba61da992ccb13d78cde14dd,9883ae812d70f69fdd3aa88dce8da414efce258d80737dc1824c61e0ef341a2f,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS2-Q12,1.2,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,81ae6ce886743b4d96c0fd124f5c8f890af3cd3c464b6b5bff795f5ef9fa1698,0f5e5d042b13b49f7991bd5abcea6f36213ddb87e768bcd2497a31bfb8e4df3d,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS2-Q13,1.2,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,YES,NO,NO,f8a03a5c49ac3d6e61af129c77ec4568cf7020513c9c2fcee687ed64424ce220,f74b9020e90ebe75b2504b8e46d894688bad9c538a3d96b5122e8426a922d1cc,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS2-Q14,1.2,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,NO,NO,NO,85294cb6189860ba3750281f33be4a489e68dca4ee01472e6b06f17a364448dd,797e62c2c8c7a2c2ecdf7d10906420f802f4db643a54617e67374fac338ce2f4,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS2-Q15,1.2,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused Student A/Student B comparison scaffold; kept the same concept but restored a direct family-specific task. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,b69ffb45aecf015f8e21ef644100fad105ed4d89ae463a3cd4ec0a49ca65f667,05c400e96e8db559965d11ad3ae0444f96ed0621685b57fd63b5d38e9cc7d783,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS2-Q16,1.2,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,3ccd6c0f973440169971d21f004ea06b610c572a0bfd6eac9b8af73832627f86,2bedaa8e37f6bffbeac27fa66dcd5025b339376e544f68795a2be790620f5f73,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS2-Q17,1.2,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,aed16cf386f902c68169314d34ea438f35ab0e3b60e08bdb72b8c34b2603b0c5,3d7f1591b8d22ea90218cf01fde88a33c148b3b0be82a10448320c3f91b739fa,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS2-Q18,1.2,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,NO,NO,NO,3ba75b3fdac1049289d72321a5ef22c6203443fff6502eb4a8e8de08ae738159,3b67d9d40a963741ee4a25d04da74e4ad8ac4c72f7fc7e1d8b4ecbdcda3c3fb5,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS2-Q19,1.2,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,YES,NO,NO,40278dcd752831175be252a785c13c433b9729ff431312ac58a9e7844b8d6aa3,5b6049bc3c9e842ec4452fd22f8fbd3eae9041772696db2bd7d3d8431d9f8bae,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS3-Q06,1.2,Practice Set 3,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,NO,NO,NO,fb40cb4766194d5c5ef205214dc6646d51b26fb6d0b4bf96860b31dd4917b348,3e5a6276fa310d370f00be046031230c17775917bb1ff886b293265684bbfac7,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS3-Q07,1.2,Practice Set 3,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,e51d489756a2d7d965c7bd68952e032ba37b72006bfa9bbda6fe417f8fd4043e,f1c82266082948c295e347c743998dd097648e8a7cd8d76d45017815643a9dcf,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS3-Q13,1.2,Practice Set 3,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,NO,NO,NO,c3a50c0cd2bc005d343cccfce76c02352feb78e5e04da9cb7d8be2786e3516b8,c63b7d6538a45cc15e943534e750ccf10c8245d60ec7ad5fd76ea5f064de6819,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS3-Q14,1.2,Practice Set 3,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,YES,NO,NO,909833ebab577006922fb996967f011f9ac9c570c826084a8255632d1ed4adc3,439c8a469d9c26412fab5b29ecb9be3264c325655588776bb6491e4a5c02c9a5,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS3-Q15,1.2,Practice Set 3,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,NO,NO,NO,da2ea72f8502ec756b40b5523f2b98ce116c2654efbab2efacd72526a0c5e92d,8d7322e890b067f8788230f3039d2aec21c7b418265057f173bf5a72bd123b42,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS3-Q16,1.2,Practice Set 3,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused Student A/Student B comparison scaffold; kept the same concept but restored a direct family-specific task. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,81db3217b8614d0a8d720ac31a066dabf129b8d609e8b825dcbf046de6d48e90,42767dc2fb2f077e085848d37c049720136ee5b3d164f58a5387d9302600c14c,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS3-Q17,1.2,Practice Set 3,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,1d4c66253e0aaada6d27461a4e387724783ad1dd593df89e0071a0fe989403c1,d7336eb9e5228b4008e1acf688bd2297a868516ae93b396bcc8d8eb2d45f3e9b,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS3-Q18,1.2,Practice Set 3,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,NO,NO,NO,d46faa4d01c7999e1d7184a3bcac8e3bea1bb0892c0c0a9ce562a260d4b16c4c,060049dffee4c8effe1cffe31ec1bceb7bd1e28486fde76c15d41dcabde27021,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-PS3-Q19,1.2,Practice Set 3,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,fe162716bad8362fffdbcd22a1c1ba41f130d4d5ff5f2035e07b31a1aa0f1d63,f4c5a2a4c07141b2354d8bd5cb43ea3c5cd63f70d2150be7265d19efe524a430,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-XP-Q11,1.2,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,NO,NO,NO,cf899b4293f0063bd9c6c3fefa735d6722f111e85e1d44aa47cd9a70a5ab2d6b,a72f79eb32275899bbed60d0351418d03a470d46926d9eb2654a973398fc5b24,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-XP-Q12,1.2,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,YES,NO,NO,7bf488fd694c300af583dcd302e54bd9c50db8ceae8bd74f2ed01bf297c4a472,2775b15cd4259dde9c8f745f107d038b61b6f013a8c1272fed65639055f1f826,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-XP-Q13,1.2,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused Student A/Student B comparison scaffold; kept the same concept but restored a direct family-specific task. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,28966741fff3dd926891df1cc5fcf6adb2994d1eb303e6ba5b52464de4406cb7,91264ffe03e49d5ccbb3318c2a77b2481d9652f7f7bf9bbf47167f58ac68e259,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-XP-Q14,1.2,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content.,YES,YES,NO,YES,37da35dcad39287093705d660027d49e3575c11c7d4692897e688631ff979129,14c4cb73a2a27d147c4dad42805b7c1eaa3f0b58c597a9d92dce8662d073312e,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-XP-Q15,1.2,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,"Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Replaced a repeated student-claim shell with a direct explanation, prediction, classification, or counterexample task.",YES,YES,NO,YES,ce851684bdcecceb611a12f06c9e76f8bb213cd99d9a91e317593047d894d1bf,836173640b525f5d875064f324a226d66578ec4fe7bd3b326ba2927f984d6ed9,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-XP-Q16,1.2,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,NO,NO,NO,94554f327c86d26c15991d14784fd8dfeaaaf29399073be94a79df6768e35a59,d3769465860f176a333a764470ffcff7c2626a0cf32d4d68ef516676a56f62ed,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-XP-Q17,1.2,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused Student A/Student B comparison scaffold; kept the same concept but restored a direct family-specific task. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,af80456253736628a8829889e863612d8562ee220ddf786ec6091e93dba21b41,479b2aee07e45554301823a1b3897abe94213b261e6b0ccbd42a4423ead2cdab,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-XP-Q18,1.2,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,cebe3519f42b7cecfdffac0d7eef5389c1191607203e1a86c635a2699b173d9c,16a640e446098bb9ed2296ab759a0b00a4d4f9335e20c8bb8b0cad85b01bba04,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S2-XP-Q19,1.2,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,b8fd44cf834b3b86d4422a23bb98c6ed1fea1a8720f0b886804f6776b2394e9d,761b7d70e308ab5cbcf63dceb6c80a324f098bc2f58063df0f2a66dfc782c9bc,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-NOTE-EX01,1.3,Notes Example,PHASE 2 — NOTES EX/YTI,instructional core / representation,MAJOR QUALITY DEFECT,REPAIR,Expanded Notes Pair 1 to explicitly teach both same-direction and opposite-direction vector combination.,YES,YES,NO,YES,4172eec2c73e44356777537d058771b6edb08b6cb6e93768346cfaabc526399f,91a76d53e6118b7dffc044ccf7ddb1a7755645f62de626b45598bf97d9fb1812,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-NOTE-EX02,1.3,Notes Example,PHASE 2 — NOTES EX/YTI,instructional core / representation,BLOCKER,REPAIR,Replaced duplicate same-direction Notes example with missing simple two-dimensional vector/resultant instruction and an original answer-neutral force diagram.,YES,YES,YES,YES,bce1ea9f577b019c2e33db6f95c492986721d5905999d6319651081d414c8a62,9f44a08547dca9e3ff23a92a0ee1e743e0aa724e7b395ce40d3a5b4654562de3,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-NOTE-YTI01,1.3,Notes YTI,PHASE 2 — NOTES EX/YTI,instructional core / representation,MAJOR QUALITY DEFECT,REPAIR,Rebuilt YTI to parallel the revised same/opposite vector-combination bundle without copying values.,YES,YES,NO,YES,6ccd4f26f1a726244fb323e82247a552ed5da96399f163c44e20efe06aee3370,442cc5429174013fc6e59febad4facbf96f4c6eeec8ba910c4cd8ea2946b6b2d,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-NOTE-YTI02,1.3,Notes YTI,PHASE 2 — NOTES EX/YTI,instructional core / representation,MAJOR QUALITY DEFECT,REPAIR,Rebuilt YTI as a parallel simple two-dimensional resultant task with independent values/orientation.,YES,YES,NO,YES,cfaf8dd542728534a971de7540bfea25325517ff1e484b14b6cf8022b18cceb3,bc2d99e5685b60f8bd4ac283d6182abbf09252a39d5eb6e88d8e0a6a849509e7,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-PS1-Q12,1.3,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,87c69fee64d8c65d5a277fddfecff8470631027c76abe95a56ef67e195cbd3ba,9e9d8915d5f74bf98dd8bdeb92ad77d919d4f57941a6181c069a5c10fe6b7077,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-PS1-Q13,1.3,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,YES,NO,NO,3ac8a3197a99dad3e3c97cbea7c77d1dd1bbe9dbda1a30c37daf28fc8ca237f9,686f89c7627789476b1cf1de86b9b7cc9c506af2ee0522876ac2d0f2de708708,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-PS1-Q14,1.3,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Reordered selected-response choices to repair answer-position pattern in Practice Set 1 1.3.,YES,YES,NO,NO,0037966cfe9e5649b4f8cc3f1f32dad7217943b4054e6117b166588172a3f8fd,7a29f024b2500cd25f7612d29a9450b56f7d0d6a5dbdff468a6f44ad50510966,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-PS1-Q15,1.3,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused Student A/Student B comparison scaffold; kept the same concept but restored a direct family-specific task. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,fc8a80f3e885b799094f99177a26bbb68125bfc614c70b03d050287bb5e1451b,e6df2e65e2af26ed9d63ca046fd0ef3d686dbc24e9970d256e704f7e669882ce,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
