bank_id,summative_version,question_number,i_can_id,i_can,evidence_job,structure_id,response_mode,representation_mode,representation_required,question_family_id,variant_role,seed_slot_id,source_basis
U1-SUM-V1-Q01,V1,1,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",distinguish observation from inference from a concise evidence scenario,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,selected_response,direct_text,false,u1-s1-ic1-distinguish-observation-inference-concise-evidence-scenario,seed,,Original Unit 1 Assessment Plan 1.1 | Audited map evidence job: distinguish observation from inference from a concise evidence scenario
U1-SUM-V4-Q06,V4,6,U1-S3-IC1,I can explain why force is a vector quantity.,interpret vector magnitude and direction,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,selected_response,vector_diagram,true,u1-s3-ic1-interpret-vector-magnitude-direction,parallel,U1-SUM-V1-Q06,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: interpret vector magnitude and direction
U1-SUM-V4-Q07,V4,7,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,determine net force in a one-dimensional force combination,FORMULA-DIRECT-RELATIONSHIP-01,selected_response,vector_line,true,u1-s3-ic2-determine-net-force-dimensional-force-combination,parallel,U1-SUM-V1-Q07,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: determine net force in a one-dimensional force combination
U1-SUM-V4-Q08,V4,8,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,identify resultant force from a scaled vector diagram,REPRESENTATION-READ-THEN-CALCULATE-01,selected_response,vector_diagram,true,u1-s3-ic3-identify-resultant-force-scaled-vector-diagram,parallel,U1-SUM-V1-Q08,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: identify resultant force from a scaled vector diagram
U1-SUM-V4-Q09,V4,9,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,classify static versus dynamic equilibrium from motion evidence,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,selected_response,motion_description,false,u1-s4-ic1-classify-static-versus-dynamic-equilibrium-motion-evidence,parallel,U1-SUM-V1-Q09,Original Unit 1 Assessment Plan 1.4 | Audited map evidence job: classify static versus dynamic equilibrium from motion evidence
U1-SUM-V4-Q10,V4,10,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,identify why a resting object can have forces acting,PHYS-REPRESENTATION-CONSISTENCY-01,selected_response,force_diagram,true,u1-s4-ic2-identify-why-resting-object-can-have-forces-acting,parallel,U1-SUM-V1-Q10,Original Unit 1 Assessment Plan 1.4 | Audited map evidence job: identify why a resting object can have forces acting
U1-SUM-V4-Q11,V4,11,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,classify a force model as balanced or unbalanced,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,selected_response,force_diagram,true,u1-s5-ic2-classify-force-model-as-balanced-unbalanced,parallel,U1-SUM-V1-Q11,Original Unit 1 Assessment Plan 1.5 | Audited map evidence job: classify a force model as balanced or unbalanced
U1-SUM-V4-Q12,V4,12,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",identify support force and weight on the chosen object,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,selected_response,force_diagram,true,u1-s2-ic3-identify-support-force-weight-on-chosen-object,parallel,U1-SUM-V1-Q12,Original Unit 1 Assessment Plan 1.2 | Audited map evidence job: identify support force and weight on the chosen object
U1-SUM-V4-Q13,V4,13,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,reason backward to a missing force from the resultant,FORMULA-INVERSE-VARIABLE-01,selected_response,vector_line,true,u1-s3-ic2-reason-backward-missing-force-resultant,parallel,U1-SUM-V1-Q13,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: reason backward to a missing force from the resultant
U1-SUM-V4-Q14,V4,14,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,rank force diagrams by net-force magnitude,PHYS-RANK-COMPARE-QUANTITIES-01,selected_response,vector_diagram_set,true,u1-s3-ic3-rank-force-diagrams-by-net-force-magnitude,parallel,U1-SUM-V1-Q14,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: rank force diagrams by net-force magnitude
U1-SUM-V4-Q15,V4,15,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,recognize equilibrium despite nonzero constant velocity,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,selected_response,motion_description,false,u1-s4-ic1-recognize-equilibrium-despite-nonzero-constant-velocity,parallel,U1-SUM-V1-Q15,Original Unit 1 Assessment Plan 1.4 | Audited map evidence job: recognize equilibrium despite nonzero constant velocity
U1-SUM-V4-Q16,V4,16,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,connect balanced/unbalanced classification to net-force evidence,PHYS-REPRESENTATION-CONSISTENCY-01,selected_response,force_diagram_motion,true,u1-s5-ic2-connect-balanced-unbalanced-classification-net-force-evidence,parallel,U1-SUM-V1-Q16,Original Unit 1 Assessment Plan 1.5 | Audited map evidence job: connect balanced/unbalanced classification to net-force evidence
U1-SUM-V4-Q17,V4,17,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",evaluate an explanation using a compact evidence/model set and interpret the relationship physically,CER-CLAIM-EVIDENCE-REASONING-01,constructed_response,evidence_set,true,u1-s1-ic3-evaluate-explanation-evidence-model-set-interpret-relationship-physically,parallel,U1-SUM-V1-Q17,Original Unit 1 Assessment Plan 1.1 | Audited map evidence job: evaluate an explanation using a compact evidence/model set and interpret the relationship physically
U1-SUM-V4-Q18,V4,18,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,use equilibrium reasoning to infer a missing force and explain the motion implication,FORMULA-INVERSE-VARIABLE-01,constructed_response,force_diagram,true,u1-s4-ic3-equilibrium-reasoning-infer-missing-force-explain-motion-implication,parallel,U1-SUM-V1-Q18,Original Unit 1 Assessment Plan 1.4 | Audited map evidence job: use equilibrium reasoning to infer a missing force and explain the motion implication
U1-SUM-V4-Q19,V4,19,U1-S5-IC1,I can draw a force diagram for an object in a real-world situation.,construct a force diagram for a clearly defined real-world object/system,FREEBODY-DIAGRAM-CONSTRUCT-01,constructed_response,student_constructed_force_diagram,true,u1-s5-ic1-construct-force-diagram-clearly-defined-real-world-object-system,parallel,U1-SUM-V1-Q19,Original Unit 1 Assessment Plan 1.5 | Audited map evidence job: construct a force diagram for a clearly defined real-world object/system
U1-SUM-V4-Q20,V4,20,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,critique and revise a force explanation/model so net force and motion are consistent,REPRESENTATION-CONSTRUCT-OR-CRITIQUE-01,constructed_response,flawed_force_diagram,true,u1-s5-ic3-critique-revise-force-explanation-model-so-net-force-motion-are,parallel,U1-SUM-V1-Q20,Original Unit 1 Assessment Plan 1.5 | Audited map evidence job: critique and revise a force explanation/model so net force and motion are consistent
U1-SUM-V5-Q01,V5,1,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",identify a statement that correctly treats inertia as a property of matter,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,selected_response,direct_text,false,u1-s2-ic2-identify-statement-correctly-treats-inertia-as-property-matter,alternate_seed,,Original Unit 1 Assessment Plan 1.2 | Audited map evidence job: identify a statement that correctly treats inertia as a property of matter
U1-SUM-V5-Q02,V5,2,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,distinguish static and dynamic equilibrium across contrasting motion descriptions,PHYS-RANK-COMPARE-QUANTITIES-01,selected_response,motion_description_set,false,u1-s4-ic1-distinguish-static-dynamic-equilibrium-across-contrasting-motion-descriptions,alternate_seed,,Original Unit 1 Assessment Plan 1.4 | Audited map evidence job: distinguish static and dynamic equilibrium across contrasting motion descriptions
U1-SUM-V5-Q03,V5,3,U1-S1-IC2,I can explain why a claim must be testable to be scientific.,identify evidence needed to make a claim testable,MISSING-INFO-IDENTIFY-NEEDED-01,selected_response,direct_text,false,u1-s1-ic2-identify-evidence-needed-make-claim-testable,alternate_seed,,Original Unit 1 Assessment Plan 1.1 | Audited map evidence job: identify evidence needed to make a claim testable
U1-SUM-V5-Q04,V5,4,U1-S3-IC1,I can explain why force is a vector quantity.,compare force vectors with changed directions/lengths,PHYS-RANK-COMPARE-QUANTITIES-01,selected_response,vector_diagram_set,true,u1-s3-ic1-compare-force-vectors-changed-directions-lengths,alternate_seed,,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: compare force vectors with changed directions/lengths
U1-SUM-V5-Q05,V5,5,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,determine balanced/unbalanced status from a force table rather than a completed diagram,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,selected_response,force_table,true,u1-s5-ic2-determine-balanced-unbalanced-status-force-table-rather-than-completed-diagram,alternate_seed,,Original Unit 1 Assessment Plan 1.5 | Audited map evidence job: determine balanced/unbalanced status from a force table rather than a completed diagram
U1-SUM-V5-Q06,V5,6,U1-S2-IC1,I can state Newton’s First Law in everyday language.,use Newton First Law to select the motion description consistent with zero net force,PHYS-REPRESENTATION-CONSISTENCY-01,selected_response,force_diagram_motion,true,u1-s2-ic1-newton-first-law-select-motion-description-consistent-zero-net-force,alternate_seed,,Original Unit 1 Assessment Plan 1.2 | Audited map evidence job: use Newton First Law to select the motion description consistent with zero net force
U1-SUM-V5-Q07,V5,7,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,determine resultant direction/magnitude from a different one-dimensional force architecture,FORMULA-DIRECT-RELATIONSHIP-01,selected_response,force_table,true,u1-s3-ic2-determine-resultant-direction-magnitude-different-dimensional-force-architecture,alternate_seed,,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: determine resultant direction/magnitude from a different one-dimensional force architecture
U1-SUM-V5-Q08,V5,8,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,diagnose the claim that forces disappear when an object is at rest,ERROR-CRITIQUE-CLAIM-01,selected_response,direct_text,false,u1-s4-ic2-diagnose-claim-forces-disappear-when-object-is-at-rest,alternate_seed,,Original Unit 1 Assessment Plan 1.4 | Audited map evidence job: diagnose the claim that forces disappear when an object is at rest
U1-SUM-V5-Q09,V5,9,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",classify entries in a short observation record by observation versus inference,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,selected_response,observation_table,true,u1-s1-ic1-classify-entries-observation-record-by-observation-versus-inference,alternate_seed,,Original Unit 1 Assessment Plan 1.1 | Audited map evidence job: classify entries in a short observation record by observation versus inference
U1-SUM-V5-Q10,V5,10,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",identify the force model consistent with a supported object and zero net force,PHYS-REPRESENTATION-CONSISTENCY-01,selected_response,force_diagram_set,true,u1-s2-ic3-identify-force-model-consistent-supported-object-zero-net-force,alternate_seed,,Original Unit 1 Assessment Plan 1.2 | Audited map evidence job: identify the force model consistent with a supported object and zero net force
U1-SUM-V5-Q11,V5,11,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,determine the resultant from an alternate scaled-arrow configuration,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,selected_response,vector_diagram,true,u1-s3-ic3-determine-resultant-alternate-scaled-arrow-configuration,alternate_seed,,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: determine the resultant from an alternate scaled-arrow configuration
U1-SUM-V5-Q12,V5,12,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,compare two force models and identify which is unbalanced,PHYS-RANK-COMPARE-QUANTITIES-01,selected_response,force_diagram_set,true,u1-s5-ic2-compare-two-force-models-identify-which-is-unbalanced,alternate_seed,,Original Unit 1 Assessment Plan 1.5 | Audited map evidence job: compare two force models and identify which is unbalanced
U1-SUM-V5-Q13,V5,13,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",reason from a motion condition to whether forces are absent or balanced,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,selected_response,motion_force_description,false,u1-s2-ic3-reason-motion-condition-forces-are-absent-balanced,alternate_seed,,Original Unit 1 Assessment Plan 1.2 | Audited map evidence job: reason from a motion condition to whether forces are absent or balanced
U1-SUM-V5-Q14,V5,14,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,infer a missing applied force from a target net force using a changed solve direction,FORMULA-INVERSE-VARIABLE-01,selected_response,vector_line,true,u1-s3-ic2-infer-missing-applied-force-target-net-force-changed-solve-direction,alternate_seed,,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: infer a missing applied force from a target net force using a changed solve direction
U1-SUM-V5-Q15,V5,15,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,critique a resultant arrow that is inconsistent with component arrows,REPRESENTATION-CONSTRUCT-OR-CRITIQUE-01,selected_response,flawed_vector_diagram,true,u1-s3-ic3-critique-resultant-arrow-is-inconsistent-component-arrows,alternate_seed,,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: critique a resultant arrow that is inconsistent with component arrows
U1-SUM-V5-Q16,V5,16,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,use a direction-changing motion case to test equilibrium reasoning,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,selected_response,motion_path,false,u1-s4-ic1-direction-changing-motion-case-test-equilibrium-reasoning,alternate_seed,,Original Unit 1 Assessment Plan 1.4 | Audited map evidence job: use a direction-changing motion case to test equilibrium reasoning
U1-SUM-V5-Q17,V5,17,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,analyze a two-direction equilibrium model and explain which force must change to restore balance,PHYS-PREDICT-JUSTIFY-01,constructed_response,force_diagram,true,u1-s4-ic3-analyze-two-direction-equilibrium-model-explain-which-force-must-change,alternate_seed,,Original Unit 1 Assessment Plan 1.4 | Audited map evidence job: analyze a two-direction equilibrium model and explain which force must change to restore balance
U1-SUM-V5-Q18,V5,18,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",compare two explanations of the same measurement set and defend which is supported,CER-CLAIM-EVIDENCE-REASONING-01,constructed_response,measurement_table,true,u1-s1-ic3-compare-two-explanations-measurement-set-defend-which-is-supported,alternate_seed,,Original Unit 1 Assessment Plan 1.1 | Audited map evidence job: compare two explanations of the same measurement set and defend which is supported
U1-SUM-V5-Q19,V5,19,U1-S5-IC1,I can draw a force diagram for an object in a real-world situation.,construct a force diagram from a different real-world system description,FREEBODY-DIAGRAM-CONSTRUCT-01,constructed_response,student_constructed_force_diagram,true,u1-s5-ic1-construct-force-diagram-different-real-world-system-description,alternate_seed,,Original Unit 1 Assessment Plan 1.5 | Audited map evidence job: construct a force diagram from a different real-world system description
U1-SUM-V5-Q20,V5,20,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,revise a representation/explanation mismatch using motion evidence and net-force reasoning,PHYS-REPRESENTATION-CONSISTENCY-01,constructed_response,flawed_force_diagram_motion,true,u1-s5-ic3-revise-representation-explanation-mismatch-motion-evidence-net-force-reasoning,alternate_seed,,Original Unit 1 Assessment Plan 1.5 | Audited map evidence job: revise a representation/explanation mismatch using motion evidence and net-force reasoning
U1-SUM-V6-Q01,V6,1,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",identify a statement that correctly treats inertia as a property of matter,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,selected_response,direct_text,false,u1-s2-ic2-identify-statement-correctly-treats-inertia-as-property-matter,parallel,U1-SUM-V5-Q01,Original Unit 1 Assessment Plan 1.2 | Audited map evidence job: identify a statement that correctly treats inertia as a property of matter
U1-SUM-V6-Q02,V6,2,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,distinguish static and dynamic equilibrium across contrasting motion descriptions,PHYS-RANK-COMPARE-QUANTITIES-01,selected_response,motion_description_set,false,u1-s4-ic1-distinguish-static-dynamic-equilibrium-across-contrasting-motion-descriptions,parallel,U1-SUM-V5-Q02,Original Unit 1 Assessment Plan 1.4 | Audited map evidence job: distinguish static and dynamic equilibrium across contrasting motion descriptions
U1-SUM-V6-Q03,V6,3,U1-S1-IC2,I can explain why a claim must be testable to be scientific.,identify evidence needed to make a claim testable,MISSING-INFO-IDENTIFY-NEEDED-01,selected_response,direct_text,false,u1-s1-ic2-identify-evidence-needed-make-claim-testable,parallel,U1-SUM-V5-Q03,Original Unit 1 Assessment Plan 1.1 | Audited map evidence job: identify evidence needed to make a claim testable
U1-SUM-V6-Q04,V6,4,U1-S3-IC1,I can explain why force is a vector quantity.,compare force vectors with changed directions/lengths,PHYS-RANK-COMPARE-QUANTITIES-01,selected_response,vector_diagram_set,true,u1-s3-ic1-compare-force-vectors-changed-directions-lengths,parallel,U1-SUM-V5-Q04,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: compare force vectors with changed directions/lengths
U1-SUM-V6-Q05,V6,5,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,determine balanced/unbalanced status from a force table rather than a completed diagram,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,selected_response,force_table,true,u1-s5-ic2-determine-balanced-unbalanced-status-force-table-rather-than-completed-diagram,parallel,U1-SUM-V5-Q05,Original Unit 1 Assessment Plan 1.5 | Audited map evidence job: determine balanced/unbalanced status from a force table rather than a completed diagram
U1-SUM-V6-Q06,V6,6,U1-S2-IC1,I can state Newton’s First Law in everyday language.,use Newton First Law to select the motion description consistent with zero net force,PHYS-REPRESENTATION-CONSISTENCY-01,selected_response,force_diagram_motion,true,u1-s2-ic1-newton-first-law-select-motion-description-consistent-zero-net-force,parallel,U1-SUM-V5-Q06,Original Unit 1 Assessment Plan 1.2 | Audited map evidence job: use Newton First Law to select the motion description consistent with zero net force
U1-SUM-V6-Q07,V6,7,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,determine resultant direction/magnitude from a different one-dimensional force architecture,FORMULA-DIRECT-RELATIONSHIP-01,selected_response,force_table,true,u1-s3-ic2-determine-resultant-direction-magnitude-different-dimensional-force-architecture,parallel,U1-SUM-V5-Q07,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: determine resultant direction/magnitude from a different one-dimensional force architecture
U1-SUM-V6-Q08,V6,8,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,diagnose the claim that forces disappear when an object is at rest,ERROR-CRITIQUE-CLAIM-01,selected_response,direct_text,false,u1-s4-ic2-diagnose-claim-forces-disappear-when-object-is-at-rest,parallel,U1-SUM-V5-Q08,Original Unit 1 Assessment Plan 1.4 | Audited map evidence job: diagnose the claim that forces disappear when an object is at rest
U1-SUM-V6-Q09,V6,9,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",classify entries in a short observation record by observation versus inference,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,selected_response,observation_table,true,u1-s1-ic1-classify-entries-observation-record-by-observation-versus-inference,parallel,U1-SUM-V5-Q09,Original Unit 1 Assessment Plan 1.1 | Audited map evidence job: classify entries in a short observation record by observation versus inference
U1-SUM-V6-Q10,V6,10,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",identify the force model consistent with a supported object and zero net force,PHYS-REPRESENTATION-CONSISTENCY-01,selected_response,force_diagram_set,true,u1-s2-ic3-identify-force-model-consistent-supported-object-zero-net-force,parallel,U1-SUM-V5-Q10,Original Unit 1 Assessment Plan 1.2 | Audited map evidence job: identify the force model consistent with a supported object and zero net force
U1-SUM-V6-Q11,V6,11,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,determine the resultant from an alternate scaled-arrow configuration,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,selected_response,vector_diagram,true,u1-s3-ic3-determine-resultant-alternate-scaled-arrow-configuration,parallel,U1-SUM-V5-Q11,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: determine the resultant from an alternate scaled-arrow configuration
U1-SUM-V6-Q12,V6,12,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,compare two force models and identify which is unbalanced,PHYS-RANK-COMPARE-QUANTITIES-01,selected_response,force_diagram_set,true,u1-s5-ic2-compare-two-force-models-identify-which-is-unbalanced,parallel,U1-SUM-V5-Q12,Original Unit 1 Assessment Plan 1.5 | Audited map evidence job: compare two force models and identify which is unbalanced
U1-SUM-V6-Q13,V6,13,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",reason from a motion condition to whether forces are absent or balanced,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,selected_response,motion_force_description,false,u1-s2-ic3-reason-motion-condition-forces-are-absent-balanced,parallel,U1-SUM-V5-Q13,Original Unit 1 Assessment Plan 1.2 | Audited map evidence job: reason from a motion condition to whether forces are absent or balanced
U1-SUM-V6-Q14,V6,14,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,infer a missing applied force from a target net force using a changed solve direction,FORMULA-INVERSE-VARIABLE-01,selected_response,vector_line,true,u1-s3-ic2-infer-missing-applied-force-target-net-force-changed-solve-direction,parallel,U1-SUM-V5-Q14,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: infer a missing applied force from a target net force using a changed solve direction
U1-SUM-V6-Q15,V6,15,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,critique a resultant arrow that is inconsistent with component arrows,REPRESENTATION-CONSTRUCT-OR-CRITIQUE-01,selected_response,flawed_vector_diagram,true,u1-s3-ic3-critique-resultant-arrow-is-inconsistent-component-arrows,parallel,U1-SUM-V5-Q15,Original Unit 1 Assessment Plan 1.3 | Audited map evidence job: critique a resultant arrow that is inconsistent with component arrows
U1-SUM-V6-Q16,V6,16,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,use a direction-changing motion case to test equilibrium reasoning,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,selected_response,motion_path,false,u1-s4-ic1-direction-changing-motion-case-test-equilibrium-reasoning,parallel,U1-SUM-V5-Q16,Original Unit 1 Assessment Plan 1.4 | Audited map evidence job: use a direction-changing motion case to test equilibrium reasoning
U1-SUM-V6-Q17,V6,17,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,analyze a two-direction equilibrium model and explain which force must change to restore balance,PHYS-PREDICT-JUSTIFY-01,constructed_response,force_diagram,true,u1-s4-ic3-analyze-two-direction-equilibrium-model-explain-which-force-must-change,parallel,U1-SUM-V5-Q17,Original Unit 1 Assessment Plan 1.4 | Audited map evidence job: analyze a two-direction equilibrium model and explain which force must change to restore balance
U1-SUM-V6-Q18,V6,18,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",compare two explanations of the same measurement set and defend which is supported,CER-CLAIM-EVIDENCE-REASONING-01,constructed_response,measurement_table,true,u1-s1-ic3-compare-two-explanations-measurement-set-defend-which-is-supported,parallel,U1-SUM-V5-Q18,Original Unit 1 Assessment Plan 1.1 | Audited map evidence job: compare two explanations of the same measurement set and defend which is supported
U1-SUM-V6-Q19,V6,19,U1-S5-IC1,I can draw a force diagram for an object in a real-world situation.,construct a force diagram from a different real-world system description,FREEBODY-DIAGRAM-CONSTRUCT-01,constructed_response,student_constructed_force_diagram,true,u1-s5-ic1-construct-force-diagram-different-real-world-system-description,parallel,U1-SUM-V5-Q19,Original Unit 1 Assessment Plan 1.5 | Audited map evidence job: construct a force diagram from a different real-world system description
U1-SUM-V6-Q20,V6,20,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,revise a representation/explanation mismatch using motion evidence and net-force reasoning,PHYS-REPRESENTATION-CONSISTENCY-01,constructed_response,flawed_force_diagram_motion,true,u1-s5-ic3-revise-representation-explanation-mismatch-motion-evidence-net-force-reasoning,parallel,U1-SUM-V5-Q20,Original Unit 1 Assessment Plan 1.5 | Audited map evidence job: revise a representation/explanation mismatch using motion evidence and net-force reasoning
