bank_id,slot_id,section,destination,form,slot_number,i_can_id,i_can,evidence_job,structure_id,representation_mode,question_family_id,variant_role,seed_slot_id,dok,audit_status,stage_3e_audit_status
U1-S2-PS3-Q16,U1-S2-PS3-Q16,1.2,Practice Set 3,PS3,16,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",match a motion description to a force diagram with zero net force,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram_motion,u1-s2-ic3-match-motion-description-force-diagram-zero-net-force,parallel,U1-S2-PS1-Q16,2,NEEDS AUDIT,PASS
U1-S2-PS3-Q17,U1-S2-PS3-Q17,1.2,Practice Set 3,PS3,17,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",distinguish no forces from balanced nonzero forces,PHYS-PREDICT-JUSTIFY-01,force_diagram,u1-s2-ic3-distinguish-no-forces-balanced-nonzero-forces,parallel,U1-S2-PS1-Q17,2,NEEDS AUDIT,PASS
U1-S2-PS3-Q18,U1-S2-PS3-Q18,1.2,Practice Set 3,PS3,18,U1-S2-IC1,I can state Newton’s First Law in everyday language.,apply Newton First Law to a vehicle/object scenario with no motion change,TRANSFER-NOVEL-CONTEXT-01,scenario,u1-s2-ic1-apply-newton-first-law-vehicle-object-scenario-no-motion-change,parallel,U1-S2-PS1-Q18,2,NEEDS AUDIT,PASS
U1-S2-PS3-Q19,U1-S2-PS3-Q19,1.2,Practice Set 3,PS3,19,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",diagnose language that incorrectly treats inertia as a push/pull,ERROR-CRITIQUE-CLAIM-01,direct_text,u1-s2-ic2-diagnose-language-incorrectly-treats-inertia-as-push-pull,parallel,U1-S2-PS1-Q19,2,NEEDS AUDIT,PASS
U1-S2-PS3-Q20,U1-S2-PS3-Q20,1.2,Practice Set 3,PS3,20,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",compare support-force and weight roles on a supported object,PHYS-RANK-COMPARE-QUANTITIES-01,force_diagram,u1-s2-ic3-compare-support-force-weight-roles-on-supported-object,parallel,U1-S2-PS1-Q20,2,NEEDS AUDIT,PASS
U1-S2-PS3-Q21,U1-S2-PS3-Q21,1.2,Practice Set 3,PS3,21,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",use balanced-force information to determine a missing support/weight-sized force,FORMULA-DIRECT-RELATIONSHIP-01,force_diagram,u1-s2-ic3-balanced-force-information-determine-missing-support-weight-sized-force,parallel,U1-S2-PS1-Q21,2,NEEDS AUDIT,PASS
U1-S2-PS3-Q22,U1-S2-PS3-Q22,1.2,Practice Set 3,PS3,22,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",reason backward from zero net force to a missing opposing force,FORMULA-INVERSE-VARIABLE-01,force_diagram,u1-s2-ic3-reason-backward-zero-net-force-missing-opposing-force,parallel,U1-S2-PS1-Q22,2,NEEDS AUDIT,PASS
U1-S2-PS3-Q23,U1-S2-PS3-Q23,1.2,Practice Set 3,PS3,23,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",read force values from a diagram and verify whether the net force is zero,REPRESENTATION-READ-THEN-CALCULATE-01,force_diagram,u1-s2-ic3-read-force-values-diagram-verify-net-force-is-zero,parallel,U1-S2-PS1-Q23,2,NEEDS AUDIT,FAIL
U1-S2-PS3-Q24,U1-S2-PS3-Q24,1.2,Practice Set 3,PS3,24,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",infer one missing balancing force and use it in a second dependent balance decision for the same physical system,FORMULA-MULTISTEP-DEPENDENT-01,force_diagram,u1-s2-ic3-infer-missing-balancing-force-it-second-dependent-balance-decision-physical,parallel,U1-S2-PS1-Q24,3,NEEDS AUDIT,PASS
U1-S2-Extra-Q01,U1-S2-Extra-Q01,1.2,Practice Extra,Extra,1,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",build precise vocabulary meaning for force in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s2-ic3-build-precise-vocabulary-meaning-force,parallel,U1-S2-PS1-Q01,1,NEEDS AUDIT,PASS
U1-S2-Extra-Q02,U1-S2-Extra-Q02,1.2,Practice Extra,Extra,2,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",build precise vocabulary meaning for inertia in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s2-ic2-build-precise-vocabulary-meaning-inertia-vocab-definition-to-term,parallel,U1-S2-PS1-Q02,1,NEEDS AUDIT,PASS
U1-S2-Extra-Q03,U1-S2-Extra-Q03,1.2,Practice Extra,Extra,3,U1-S2-IC1,I can state Newton’s First Law in everyday language.,build precise vocabulary meaning for Newton First Law in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s2-ic1-build-precise-vocabulary-meaning-newton-first-law,parallel,U1-S2-PS1-Q03,1,NEEDS AUDIT,PASS
U1-S2-Extra-Q04,U1-S2-Extra-Q04,1.2,Practice Extra,Extra,4,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",build precise vocabulary meaning for net force in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s2-ic3-build-precise-vocabulary-meaning-net-force-vocab-term-to-concept,parallel,U1-S2-PS1-Q04,1,NEEDS AUDIT,PASS
U1-S2-Extra-Q05,U1-S2-Extra-Q05,1.2,Practice Extra,Extra,5,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",build precise vocabulary meaning for support force in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s2-ic3-build-precise-vocabulary-meaning-support-force-vocab-term-to-definition,parallel,U1-S2-PS1-Q05,1,NEEDS AUDIT,PASS
U1-S2-Extra-Q06,U1-S2-Extra-Q06,1.2,Practice Extra,Extra,6,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",build precise vocabulary meaning for weight in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s2-ic3-build-precise-vocabulary-meaning-weight-vocab-definition-to-term,parallel,U1-S2-PS1-Q06,1,NEEDS AUDIT,PASS
U1-S2-Extra-Q07,U1-S2-Extra-Q07,1.2,Practice Extra,Extra,7,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",build precise vocabulary meaning for inertia in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s2-ic2-build-precise-vocabulary-meaning-inertia-vocab-concept-to-term,parallel,U1-S2-PS1-Q07,1,NEEDS AUDIT,PASS
U1-S2-Extra-Q08,U1-S2-Extra-Q08,1.2,Practice Extra,Extra,8,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",build precise vocabulary meaning for net force in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s2-ic3-build-precise-vocabulary-meaning-net-force-vocab-term-to-concept-direct-text,parallel,U1-S2-PS1-Q08,1,NEEDS AUDIT,PASS
U1-S2-Extra-Q09,U1-S2-Extra-Q09,1.2,Practice Extra,Extra,9,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",build precise vocabulary meaning for support force in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s2-ic3-build-precise-vocabulary-meaning-support-force-vocab-term-to-definition-direct-text,parallel,U1-S2-PS1-Q09,1,NEEDS AUDIT,PASS
U1-S2-Extra-Q10,U1-S2-Extra-Q10,1.2,Practice Extra,Extra,10,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",build precise vocabulary meaning for weight in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s2-ic3-build-precise-vocabulary-meaning-weight-vocab-definition-to-term-direct-text,parallel,U1-S2-PS1-Q10,1,NEEDS AUDIT,PASS
U1-S2-Extra-Q11,U1-S2-Extra-Q11,1.2,Practice Extra,Extra,11,U1-S2-IC1,I can state Newton’s First Law in everyday language.,predict unchanged motion when forces balance,PHYS-PREDICT-JUSTIFY-01,motion_description,u1-s2-ic1-predict-unchanged-motion-when-forces-balance,parallel,U1-S2-PS1-Q11,2,NEEDS AUDIT,PASS
U1-S2-Extra-Q12,U1-S2-Extra-Q12,1.2,Practice Extra,Extra,12,U1-S2-IC1,I can state Newton’s First Law in everyday language.,critique motion-requires-forward-force reasoning,ERROR-CRITIQUE-CLAIM-01,direct_text,u1-s2-ic1-critique-motion-requires-forward-force-reasoning,parallel,U1-S2-PS1-Q12,2,NEEDS AUDIT,PASS
U1-S2-Extra-Q13,U1-S2-Extra-Q13,1.2,Practice Extra,Extra,13,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",distinguish inertia from a force in an everyday motion situation,ERROR-CRITIQUE-CLAIM-01,direct_text,u1-s2-ic2-distinguish-inertia-force-everyday-motion-situation,parallel,U1-S2-PS1-Q13,2,NEEDS AUDIT,PASS
U1-S2-Extra-Q14,U1-S2-Extra-Q14,1.2,Practice Extra,Extra,14,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",compare objects by inertia using matter/mass cues without calling inertia a force,PHYS-RANK-COMPARE-QUANTITIES-01,direct_text,u1-s2-ic2-compare-objects-by-inertia-matter-mass-cues-without-calling-inertia,parallel,U1-S2-PS1-Q14,2,NEEDS AUDIT,PASS
U1-S2-Extra-Q15,U1-S2-Extra-Q15,1.2,Practice Extra,Extra,15,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",identify forces acting on the chosen object,FREEBODY-DIAGRAM-CONSTRUCT-01,student_constructed_force_diagram,u1-s2-ic3-identify-forces-acting-on-chosen-object,parallel,U1-S2-PS1-Q15,2,NEEDS AUDIT,PASS
U1-S2-Extra-Q16,U1-S2-Extra-Q16,1.2,Practice Extra,Extra,16,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",match a motion description to a force diagram with zero net force,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram_motion,u1-s2-ic3-match-motion-description-force-diagram-zero-net-force,parallel,U1-S2-PS1-Q16,2,NEEDS AUDIT,PASS
U1-S2-Extra-Q17,U1-S2-Extra-Q17,1.2,Practice Extra,Extra,17,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",distinguish no forces from balanced nonzero forces,PHYS-PREDICT-JUSTIFY-01,force_diagram,u1-s2-ic3-distinguish-no-forces-balanced-nonzero-forces,parallel,U1-S2-PS1-Q17,2,NEEDS AUDIT,PASS
U1-S2-Extra-Q18,U1-S2-Extra-Q18,1.2,Practice Extra,Extra,18,U1-S2-IC1,I can state Newton’s First Law in everyday language.,apply Newton First Law to a vehicle/object scenario with no motion change,TRANSFER-NOVEL-CONTEXT-01,scenario,u1-s2-ic1-apply-newton-first-law-vehicle-object-scenario-no-motion-change,parallel,U1-S2-PS1-Q18,2,NEEDS AUDIT,PASS
U1-S2-Extra-Q19,U1-S2-Extra-Q19,1.2,Practice Extra,Extra,19,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",diagnose language that incorrectly treats inertia as a push/pull,ERROR-CRITIQUE-CLAIM-01,direct_text,u1-s2-ic2-diagnose-language-incorrectly-treats-inertia-as-push-pull,parallel,U1-S2-PS1-Q19,2,NEEDS AUDIT,PASS
U1-S2-Extra-Q20,U1-S2-Extra-Q20,1.2,Practice Extra,Extra,20,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",compare support-force and weight roles on a supported object,PHYS-RANK-COMPARE-QUANTITIES-01,force_diagram,u1-s2-ic3-compare-support-force-weight-roles-on-supported-object,parallel,U1-S2-PS1-Q20,2,NEEDS AUDIT,PASS
U1-S2-Extra-Q21,U1-S2-Extra-Q21,1.2,Practice Extra,Extra,21,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",use balanced-force information to determine a missing support/weight-sized force,FORMULA-DIRECT-RELATIONSHIP-01,force_diagram,u1-s2-ic3-balanced-force-information-determine-missing-support-weight-sized-force,parallel,U1-S2-PS1-Q21,2,NEEDS AUDIT,PASS
U1-S2-Extra-Q22,U1-S2-Extra-Q22,1.2,Practice Extra,Extra,22,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",reason backward from zero net force to a missing opposing force,FORMULA-INVERSE-VARIABLE-01,force_diagram,u1-s2-ic3-reason-backward-zero-net-force-missing-opposing-force,parallel,U1-S2-PS1-Q22,2,NEEDS AUDIT,PASS
U1-S2-Extra-Q23,U1-S2-Extra-Q23,1.2,Practice Extra,Extra,23,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",read force values from a diagram and verify whether the net force is zero,REPRESENTATION-READ-THEN-CALCULATE-01,force_diagram,u1-s2-ic3-read-force-values-diagram-verify-net-force-is-zero,parallel,U1-S2-PS1-Q23,2,NEEDS AUDIT,FAIL
U1-S2-Extra-Q24,U1-S2-Extra-Q24,1.2,Practice Extra,Extra,24,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",infer one missing balancing force and use it in a second dependent balance decision for the same physical system,FORMULA-MULTISTEP-DEPENDENT-01,force_diagram,u1-s2-ic3-infer-missing-balancing-force-it-second-dependent-balance-decision-physical,parallel,U1-S2-PS1-Q24,3,NEEDS AUDIT,PASS
U1-S2-CYU-Q1,U1-S2-CYU-Q1,1.2,CYU,CYU,1,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",build precise vocabulary meaning for inertia in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s2-ic2-build-precise-vocabulary-meaning-inertia-vocab-definition-to-term,adaptation,U1-S2-PS1-Q02,1,NEEDS AUDIT,PASS
U1-S2-CYU-Q2,U1-S2-CYU-Q2,1.2,CYU,CYU,2,U1-S2-IC1,I can state Newton’s First Law in everyday language.,build precise vocabulary meaning for Newton First Law in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s2-ic1-build-precise-vocabulary-meaning-newton-first-law,adaptation,U1-S2-PS1-Q03,1,NEEDS AUDIT,PASS
U1-S2-CYU-Q3,U1-S2-CYU-Q3,1.2,CYU,CYU,3,U1-S2-IC1,I can state Newton’s First Law in everyday language.,predict unchanged motion when forces balance,PHYS-PREDICT-JUSTIFY-01,motion_description,u1-s2-ic1-predict-unchanged-motion-when-forces-balance,adaptation,U1-S2-PS1-Q11,2,NEEDS AUDIT,PASS
U1-S2-CYU-Q4,U1-S2-CYU-Q4,1.2,CYU,CYU,4,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",identify forces acting on the chosen object,FREEBODY-DIAGRAM-CONSTRUCT-01,student_constructed_force_diagram,u1-s2-ic3-identify-forces-acting-on-chosen-object,adaptation,U1-S2-PS1-Q15,2,NEEDS AUDIT,PASS
U1-S2-CYU-Q5,U1-S2-CYU-Q5,1.2,CYU,CYU,5,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",match a motion description to a force diagram with zero net force,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram_motion,u1-s2-ic3-match-motion-description-force-diagram-zero-net-force,adaptation,U1-S2-PS1-Q16,2,NEEDS AUDIT,PASS
U1-S2-CYU-Q6,U1-S2-CYU-Q6,1.2,CYU,CYU,6,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",use balanced-force information to determine a missing support/weight-sized force,FORMULA-DIRECT-RELATIONSHIP-01,force_diagram,u1-s2-ic3-balanced-force-information-determine-missing-support-weight-sized-force,adaptation,U1-S2-PS1-Q21,2,NEEDS AUDIT,PASS
U1-S2-WU1-Q1,U1-S2-WU1-Q1,1.2,Warm-Up 1,WU1,1,U1-S2-IC1,I can state Newton’s First Law in everyday language.,current/recent Physics retrieval from the section learning progression,PROC-DIRECT-EXECUTE-01,direct_text,u1-s2-ic1-recent-retrieval-progression,retrieval,,2,NEEDS AUDIT,PASS
U1-S2-WU1-Q2,U1-S2-WU1-Q2,1.2,Warm-Up 1,WU1,2,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",older/spiraled Physics retrieval from the preceding section,PROC-DIRECT-EXECUTE-01,direct_text,u1-s1-ic1-older-spiraled-retrieval-preceding,retrieval,,2,NEEDS AUDIT,PASS
U1-S2-WU1-Q3,U1-S2-WU1-Q3,1.2,Warm-Up 1,WU1,3,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",concise conceptual/vocabulary/application retrieval tied to the exact I-can,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,direct_text,u1-s2-ic2-concise-conceptual-vocabulary-application-retrieval-tied-exact-i-can,retrieval,,2,NEEDS AUDIT,PASS
U1-S2-WU1-Q4,U1-S2-WU1-Q4,1.2,Warm-Up 1,WU1,4,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",recurring Physics math/formula skill in a short physical situation with an appropriate supplied/current relationship,FORMULA-DIRECT-RELATIONSHIP-01,force_diagram,u1-s2-ic3-recurring-math-formula-skill-physical-situation-appropriate-supplied-relationship,retrieval,,2,NEEDS AUDIT,PASS
U1-S2-WU2-Q1,U1-S2-WU2-Q1,1.2,Warm-Up 2,WU2,1,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",current/recent Physics retrieval from the section learning progression,PROC-DIRECT-EXECUTE-01,direct_text,u1-s2-ic1-recent-retrieval-progression,retrieval,,2,NEEDS AUDIT,PASS
U1-S2-WU2-Q2,U1-S2-WU2-Q2,1.2,Warm-Up 2,WU2,2,U1-S1-IC2,I can explain why a claim must be testable to be scientific.,older/spiraled Physics retrieval from the preceding section,PROC-DIRECT-EXECUTE-01,direct_text,u1-s1-ic1-older-spiraled-retrieval-preceding,retrieval,,2,NEEDS AUDIT,PASS
U1-S2-WU2-Q3,U1-S2-WU2-Q3,1.2,Warm-Up 2,WU2,3,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",concise conceptual/vocabulary/application retrieval tied to the exact I-can,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,direct_text,u1-s2-ic2-concise-conceptual-vocabulary-application-retrieval-tied-exact-i-can,retrieval,,2,NEEDS AUDIT,PASS
U1-S2-WU2-Q4,U1-S2-WU2-Q4,1.2,Warm-Up 2,WU2,4,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",recurring Physics math/formula skill in a short physical situation with an appropriate supplied/current relationship,FORMULA-DIRECT-RELATIONSHIP-01,force_diagram,u1-s2-ic3-recurring-math-formula-skill-physical-situation-appropriate-supplied-relationship,retrieval,,2,NEEDS AUDIT,PASS
U1-S2-WU3-Q1,U1-S2-WU3-Q1,1.2,Warm-Up 3,WU3,1,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",current/recent Physics retrieval from the section learning progression,PROC-DIRECT-EXECUTE-01,direct_text,u1-s2-ic1-recent-retrieval-progression,retrieval,,2,NEEDS AUDIT,PASS
U1-S2-WU3-Q2,U1-S2-WU3-Q2,1.2,Warm-Up 3,WU3,2,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",older/spiraled Physics retrieval from the preceding section,PROC-DIRECT-EXECUTE-01,direct_text,u1-s1-ic1-older-spiraled-retrieval-preceding,retrieval,,2,NEEDS AUDIT,PASS
U1-S2-WU3-Q3,U1-S2-WU3-Q3,1.2,Warm-Up 3,WU3,3,U1-S2-IC1,I can state Newton’s First Law in everyday language.,concise conceptual/vocabulary/application retrieval tied to the exact I-can,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,direct_text,u1-s2-ic2-concise-conceptual-vocabulary-application-retrieval-tied-exact-i-can,retrieval,,2,NEEDS AUDIT,PASS
U1-S2-WU3-Q4,U1-S2-WU3-Q4,1.2,Warm-Up 3,WU3,4,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",recurring Physics math/formula skill in a short physical situation with an appropriate supplied/current relationship,FORMULA-DIRECT-RELATIONSHIP-01,force_diagram,u1-s2-ic3-recurring-math-formula-skill-physical-situation-appropriate-supplied-relationship,retrieval,,2,NEEDS AUDIT,PASS
U1-S2-EXIT-A-Q1,U1-S2-EXIT-A-Q1,1.2,Exit Ticket A,A,1,U1-S2-IC1,I can state Newton’s First Law in everyday language.,core Newton First Law interpretation from a motion situation,PHYS-PREDICT-JUSTIFY-01,motion_description,u1-s2-ic1-newton-first-law-interpretation-motion-situation,seed,,2,NEEDS AUDIT,PASS
U1-S2-EXIT-A-Q2,U1-S2-EXIT-A-Q2,1.2,Exit Ticket A,A,2,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",conceptual misconception check distinguishing inertia from force,ERROR-CRITIQUE-CLAIM-01,direct_text,u1-s2-ic2-conceptual-misconception-check-distinguishing-inertia-force,seed,,2,NEEDS AUDIT,PASS
U1-S2-EXIT-A-Q3,U1-S2-EXIT-A-Q3,1.2,Exit Ticket A,A,3,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",quantitative/application evidence using zero-net-force balance to infer a missing force,FORMULA-INVERSE-VARIABLE-01,force_diagram,u1-s2-ic3-quantitative-application-evidence-zero-net-force-balance-infer-missing-force,seed,,2,NEEDS AUDIT,PASS
U1-S2-EXIT-A-Q4,U1-S2-EXIT-A-Q4,1.2,Exit Ticket A,A,4,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",strongest transfer: connect a fresh force diagram and motion description while distinguishing no forces from balanced forces,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram_motion,u1-s2-ic3-transfer-connect-force-diagram-motion-description-while-distinguishing-no-forces,seed,,3,NEEDS AUDIT,PASS
U1-S2-EXIT-B-Q1,U1-S2-EXIT-B-Q1,1.2,Exit Ticket B,B,1,U1-S2-IC1,I can state Newton’s First Law in everyday language.,core Newton First Law interpretation from a motion situation,PHYS-PREDICT-JUSTIFY-01,motion_description,u1-s2-ic1-newton-first-law-interpretation-motion-situation,parallel,U1-S2-EXIT-A-Q1,2,NEEDS AUDIT,PASS
U1-S2-EXIT-B-Q2,U1-S2-EXIT-B-Q2,1.2,Exit Ticket B,B,2,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",conceptual misconception check distinguishing inertia from force,ERROR-CRITIQUE-CLAIM-01,direct_text,u1-s2-ic2-conceptual-misconception-check-distinguishing-inertia-force,parallel,U1-S2-EXIT-A-Q2,2,NEEDS AUDIT,PASS
U1-S2-EXIT-B-Q3,U1-S2-EXIT-B-Q3,1.2,Exit Ticket B,B,3,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",quantitative/application evidence using zero-net-force balance to infer a missing force,FORMULA-INVERSE-VARIABLE-01,force_diagram,u1-s2-ic3-quantitative-application-evidence-zero-net-force-balance-infer-missing-force,parallel,U1-S2-EXIT-A-Q3,2,NEEDS AUDIT,PASS
U1-S2-EXIT-B-Q4,U1-S2-EXIT-B-Q4,1.2,Exit Ticket B,B,4,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",strongest transfer: connect a fresh force diagram and motion description while distinguishing no forces from balanced forces,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram_motion,u1-s2-ic3-transfer-connect-force-diagram-motion-description-while-distinguishing-no-forces,parallel,U1-S2-EXIT-A-Q4,3,NEEDS AUDIT,PASS
U1-S2-EXIT-C-Q1,U1-S2-EXIT-C-Q1,1.2,Exit Ticket C,C,1,U1-S2-IC1,I can state Newton’s First Law in everyday language.,core Newton First Law interpretation from a motion situation,PHYS-PREDICT-JUSTIFY-01,motion_description,u1-s2-ic1-newton-first-law-interpretation-motion-situation,parallel,U1-S2-EXIT-A-Q1,2,NEEDS AUDIT,PASS
U1-S2-EXIT-C-Q2,U1-S2-EXIT-C-Q2,1.2,Exit Ticket C,C,2,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",conceptual misconception check distinguishing inertia from force,ERROR-CRITIQUE-CLAIM-01,direct_text,u1-s2-ic2-conceptual-misconception-check-distinguishing-inertia-force,parallel,U1-S2-EXIT-A-Q2,2,NEEDS AUDIT,PASS
U1-S2-EXIT-C-Q3,U1-S2-EXIT-C-Q3,1.2,Exit Ticket C,C,3,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",quantitative/application evidence using zero-net-force balance to infer a missing force,FORMULA-INVERSE-VARIABLE-01,force_diagram,u1-s2-ic3-quantitative-application-evidence-zero-net-force-balance-infer-missing-force,parallel,U1-S2-EXIT-A-Q3,2,NEEDS AUDIT,PASS
U1-S2-EXIT-C-Q4,U1-S2-EXIT-C-Q4,1.2,Exit Ticket C,C,4,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",strongest transfer: connect a fresh force diagram and motion description while distinguishing no forces from balanced forces,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram_motion,u1-s2-ic3-transfer-connect-force-diagram-motion-description-while-distinguishing-no-forces,parallel,U1-S2-EXIT-A-Q4,3,NEEDS AUDIT,PASS
U1-S3-WTC-1,U1-S3-WTC-1,1.3,WTC,WTC,1,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,"navigate a multipart vector task: interpret scaled arrows, plan a resultant method, carry a short analysis, and justify a comparison from the shared vector model",WTC-FRQ-PREVIEW-01,vector_diagram,U1-S3-wtc-frq-navigation,seed,,3,NEEDS AUDIT,PASS
U1-S3-EX-1,U1-S3-EX-1,1.3,Notes Example,Example,1,U1-S3-IC1,I can explain why force is a vector quantity.,interpret magnitude and direction as inseparable features of a force vector,PHYS-RANK-COMPARE-QUANTITIES-01,vector_diagram,u1-s3-ic1-interpret-magnitude-direction-as-inseparable-features-force-vector,seed,,2,NEEDS AUDIT,PASS
U1-S3-EX-2,U1-S3-EX-2,1.3,Notes Example,Example,2,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,combine same/opposite direction forces to determine signed/directed net force,FORMULA-DIRECT-RELATIONSHIP-01,vector_line,u1-s3-ic2-combine-opposite-direction-forces-determine-signed-directed-net-force,seed,,2,NEEDS AUDIT,PASS
U1-S3-EX-3,U1-S3-EX-3,1.3,Notes Example,Example,3,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,read a scaled vector diagram to determine resultant magnitude and direction,REPRESENTATION-READ-THEN-CALCULATE-01,vector_diagram,u1-s3-ic3-read-scaled-vector-diagram-determine-resultant-magnitude-direction,seed,,2,NEEDS AUDIT,PASS
